CaseOrder,techie,port_modem,tablet,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,internet_service_DSL,internet_service_Fiber Optic,const
3450,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
571,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1
8258,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1
7814,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1
2217,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1
3202,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
9036,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1
1132,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1
6578,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1
8029,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1
1420,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1
9160,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
3357,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1
6154,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1
3283,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1
190,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1
721,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1
7154,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1
3758,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1
5836,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
118,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1
9916,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1
2764,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1
3784,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1
6039,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1
442,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1
7755,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1
1695,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
16,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
5548,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1
4680,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
7108,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
5259,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1
7419,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1
6463,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
3091,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1
5311,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1
2725,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1
547,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1
3264,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
9156,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1
5152,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1
8418,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1
8618,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1
7590,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1
1106,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1
1511,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1
5090,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1
2390,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1
4159,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1
4244,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1
8906,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
5788,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1
1150,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
9395,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1
3824,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1
5859,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1
974,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1
4743,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1
3484,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1
2968,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1
6527,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1
4544,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
3159,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1
6511,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1
9999,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1
9911,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1
7512,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1
7211,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
6806,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1
991,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1
6008,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
2789,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
3837,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1
3067,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1
6583,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
3542,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1
1662,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1
2820,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1
1642,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
2898,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
579,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5933,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1
4370,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1
6014,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1
1968,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1
8716,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1
5741,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1
4650,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
9662,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1
9402,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1
3610,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1
4957,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1
2743,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1
1166,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1
4446,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1
4599,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1
1578,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1
9771,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1
8471,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1
1702,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1
8786,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
4280,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
7959,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1
7131,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1
2904,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
3179,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1
1805,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
1057,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1
398,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1
5629,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1
283,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1
4327,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2392,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1
472,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1
148,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
429,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1
6231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3503,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1
4953,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1
6824,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1
9885,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1
4142,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
4462,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1
8023,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1
4614,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1
9826,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
3381,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1
6585,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1
5118,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1
3569,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1
2399,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1
3614,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1
2344,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1
8107,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1
3969,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1
5994,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1
8584,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
8507,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1
45,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1
5794,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
7602,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1
4503,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1
4746,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1
4837,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1
9495,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
8623,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
279,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1
9490,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
5107,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1
6918,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1
5294,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1
7653,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
9372,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
3,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1
343,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1
1127,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1
2544,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1
4323,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1
9862,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1
3652,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1
676,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1
795,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1
7880,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
9785,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1
4926,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1
487,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
9722,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1
3004,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1
5028,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1
8622,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1
409,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1
4381,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1
7782,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1
641,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1
3807,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1
4774,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1
8260,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2136,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1
654,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1
7865,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1269,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1
1160,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1
7510,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
4448,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1
2296,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1
2044,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1
5792,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
2090,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1
8024,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1
9614,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
5405,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1
2613,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1
1701,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1
3039,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1
123,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1
3265,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1
5486,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1
5243,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1
1917,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1
7288,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1
2758,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1
9970,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1
3770,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1
2375,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1
2491,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1
6549,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1
9242,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1
1495,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1
3813,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
5227,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1
3354,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1
6884,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1
9037,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1
9619,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
5765,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1
3682,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1
5329,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
6951,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
1794,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1
8723,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
8196,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1
4888,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1
6499,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1
1827,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1
1989,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
3843,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
7089,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1
767,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1
6356,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1
447,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
8822,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1
6147,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1
864,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1
6252,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1
9763,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
6909,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
1451,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1
1889,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1
8784,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
4260,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1
2793,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1
8145,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1
9973,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1
3018,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
5970,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1
636,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1
8930,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1
6542,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1
3742,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1
8957,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1
5022,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1
2785,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1
919,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1
7937,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1
8324,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1
7303,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1
9500,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
2654,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
7212,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
3725,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1
8649,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
7364,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1
2169,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1
6419,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1
6665,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1
6500,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1
9470,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
2666,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1
8199,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
6717,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
6032,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1
8009,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1
6793,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1
8887,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1
7042,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1
5779,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1
6239,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
2604,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1
3438,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
4130,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1
2014,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1
1382,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1
1665,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1
333,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1
7315,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1
8182,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1
535,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
6657,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1
3660,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1
2407,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
5515,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1
2651,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1
7262,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
6152,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1
9333,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1
7601,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
7927,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1
663,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
3891,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1
995,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1
4790,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1
50,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
646,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1
2624,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1
8690,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
936,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1
9247,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1
4629,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
5406,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1
9084,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
3692,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1
1161,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1
156,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
1509,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
3122,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1
13,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
6767,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1
8876,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1
2413,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1
3598,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1498,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1
1525,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1
6299,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1
5744,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1
2642,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
7004,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1
9266,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1
108,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1
7097,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1502,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1
6310,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2149,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1
4187,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1
4903,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1
5953,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
6368,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
709,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1
181,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1
9945,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1
1541,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1
9744,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
5265,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6691,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1
9638,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
3881,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1
5258,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
4785,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1
6630,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1
8498,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1
9538,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1
5924,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3102,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
5883,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1
6333,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1
8774,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1
3875,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1
3431,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1
5427,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1
7813,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
4131,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1
7283,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1
6397,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1
4890,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1
3415,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1
6178,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1
3211,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1
7502,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1
5274,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1
1659,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1
9841,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
7156,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1
2252,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1
9302,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1
5601,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
2363,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1
6441,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1
4316,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1
7498,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1
3340,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
2449,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1
7895,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1
3739,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1
9195,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1
8598,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1749,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1
5538,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1
6761,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1
8980,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1
8750,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
4996,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1
310,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1
2266,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1
8675,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1
1198,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1
396,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1
3556,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1
4012,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
5154,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1
4954,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1
588,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
3430,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1
4971,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
5592,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1
4591,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1
7026,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1
7929,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1
2091,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1
3696,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1
6996,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1
934,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2258,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1
5586,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1
9877,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
4819,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1
4670,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1
6269,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1
5362,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1
8521,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1
4645,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1
9459,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1
9834,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1
