CaseOrder,churn,email,techie,port_modem,tablet,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,internet_service_DSL,internet_service_Fiber Optic,contract_One year
2034,0,13,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
2035,1,14,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0
2036,0,13,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0
2037,1,12,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0
2038,1,11,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1
2039,0,12,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2040,0,10,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
2041,0,6,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0
2042,0,12,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
2043,1,7,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0
2044,1,12,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
2045,1,11,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0
2046,0,12,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0
2047,1,10,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0
2048,0,16,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0
2049,0,11,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2050,1,9,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
2051,1,13,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
2052,0,13,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1
2053,1,7,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1
2054,0,11,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0
2055,0,8,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
2056,0,19,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2057,0,13,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2058,0,11,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0
2059,0,14,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2060,1,14,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1
2061,1,11,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0
2062,0,14,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0
2063,0,17,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
2064,0,8,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0
2065,0,10,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0
2066,1,12,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0
2067,0,7,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1
2068,0,14,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
2069,0,6,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0
2070,0,16,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
2071,1,15,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
2072,0,15,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
2073,1,10,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
2074,0,12,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
2075,0,12,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
2076,0,7,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1
2077,0,11,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
2078,1,18,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0
2079,0,13,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0
2080,1,13,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
2081,1,9,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1
2082,0,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2083,1,12,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0
2084,1,14,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
2085,1,13,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0
2086,1,11,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
2087,1,18,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0
2088,0,15,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0
2089,1,12,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0
2090,0,18,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0
2091,0,11,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
2092,0,17,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
2093,1,12,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
2094,0,11,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1
2095,0,11,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0
2096,1,13,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0
2097,1,14,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0
2098,1,15,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0
2099,1,13,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0
2100,1,12,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0
2101,0,11,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1
2102,1,7,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
2103,0,11,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
2104,0,15,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
2105,1,14,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0
2106,1,14,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0
2107,1,18,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
2108,1,13,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
2109,0,13,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
2110,1,8,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
2111,1,10,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0
2112,1,14,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0
2113,1,13,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0
2114,1,13,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0
2115,1,14,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
2116,1,11,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
2117,0,11,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1
2118,1,13,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0
2119,1,10,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0
2120,1,14,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0
2121,0,7,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
2122,0,9,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2123,0,9,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0
2124,0,12,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2125,0,11,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1
2126,0,9,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
2127,1,12,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0
2128,1,13,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0
2129,0,18,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
2130,1,15,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
2131,1,16,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0
2132,1,12,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
2133,1,16,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1
2134,0,15,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1
2135,1,13,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0
2136,1,14,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0
2137,1,11,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0
2138,0,8,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0
2139,1,18,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1
2140,0,12,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2141,0,15,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0
2142,1,15,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0
2143,1,13,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2144,1,12,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
2145,1,12,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0
2146,1,9,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0
2147,1,16,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0
2148,0,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2149,0,13,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0
2150,1,18,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0
2151,1,7,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0
2152,0,12,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
2153,0,11,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
2154,0,13,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
2155,1,11,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0
2156,0,12,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
2157,0,12,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0
2158,1,8,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0
2159,1,9,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0
2160,1,9,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0
2161,1,9,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1
2162,0,9,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0
2163,1,11,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
2164,1,12,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0
2165,1,7,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
2166,0,8,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0
2167,1,14,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
2168,1,6,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0
2169,0,11,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0
2170,1,14,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0
2171,1,12,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0
2172,0,12,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
2173,1,14,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0
2174,1,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2175,1,13,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
2176,0,11,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
2177,0,12,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
2178,0,10,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0
2179,1,11,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
2180,0,13,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2181,0,9,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
2182,1,12,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0
2183,0,13,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0
2184,1,13,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0
2185,1,11,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2186,0,14,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1
2187,0,16,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1
2188,0,16,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0
2189,1,11,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0
2190,1,12,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0
2191,1,11,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
2192,0,13,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1
2193,1,12,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0
2194,1,14,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0
2195,1,12,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0
2196,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
2197,0,7,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0
2198,0,7,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
2199,1,14,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0
2200,0,7,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
2201,0,12,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1
2202,0,11,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
2203,1,15,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0
2204,1,11,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
2205,1,13,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
2206,0,14,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0
2207,0,11,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
2208,0,17,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1
2209,1,13,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0
2210,0,9,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2211,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
2212,0,8,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0
2213,0,14,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
2214,0,18,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0
2215,0,14,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
2216,1,11,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0
2217,1,15,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0
2218,0,10,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0
2219,0,13,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0
2220,1,12,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0
2221,0,14,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
2222,0,8,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
2223,0,16,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
2224,0,14,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
2225,1,12,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0
2226,1,10,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0
2227,1,11,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
2228,0,10,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0
2229,1,13,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0
2230,0,9,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1
2231,1,14,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
2232,1,13,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0
2233,1,12,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1
2234,0,12,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
2235,1,14,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0
2236,0,11,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1
2237,1,10,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0
2238,0,13,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1
2239,0,9,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0
2240,0,17,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0
2241,0,12,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1
2242,1,12,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0
2243,1,7,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0
2244,1,10,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1
2245,0,18,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
2246,1,13,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0
2247,0,14,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0
2248,0,11,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
2249,1,14,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0
2250,0,14,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1
2251,1,9,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0
2252,0,15,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1
2253,1,14,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0
2254,0,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
2255,0,17,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0
2256,1,14,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
2257,0,13,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2258,1,10,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0
2259,0,10,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2260,1,9,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0
2261,0,14,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2262,1,18,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0
2263,1,11,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
2264,0,11,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0
2265,0,17,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2266,1,18,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0
2267,0,14,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0
2268,0,19,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1
2269,1,6,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0
2270,0,15,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
2271,1,7,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0
2272,1,14,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
2273,1,14,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0
2274,1,17,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
2275,0,14,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0
2276,1,3,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1
2277,0,13,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1
2278,0,16,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
2279,0,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2280,0,9,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0
2281,0,11,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1
2282,1,8,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0
2283,0,10,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
2284,0,13,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0
2285,0,12,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
2286,1,13,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1
2287,1,7,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0
2288,1,12,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1
2289,0,11,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2290,0,16,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0
2291,1,10,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0
2292,0,11,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0
2293,0,14,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0
2294,0,11,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
2295,1,12,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0
2296,1,11,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0
2297,0,12,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1
2298,1,11,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0
2299,1,11,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1
2300,0,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2301,0,14,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0
2302,1,8,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0
2303,1,13,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
2304,1,13,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1
2305,1,10,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0
2306,0,15,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2307,0,10,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0
2308,1,11,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
2309,1,13,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1
2310,0,18,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1
2311,1,10,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0
2312,1,9,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0
2313,1,14,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0
2314,1,16,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0
2315,1,11,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0
2316,0,16,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1
2317,1,10,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
2318,1,12,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0
2319,1,15,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0
2320,0,16,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0
2321,0,10,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1
2322,0,10,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1
2323,1,12,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
2324,1,8,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0
2325,0,13,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
2326,0,9,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1
2327,1,12,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0
2328,1,13,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
2329,1,21,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0
2330,1,11,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0
2331,0,8,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0
2332,0,17,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0
2333,1,13,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1
2334,0,11,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1
2335,0,13,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
2336,1,16,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0
2337,1,12,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0
2338,0,10,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
2339,0,16,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
2340,0,9,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1
2341,1,10,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0
2342,1,17,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0
2343,1,8,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
2344,1,11,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0
2345,0,16,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0
2346,0,7,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0
2347,0,11,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0
2348,0,17,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1
2349,1,11,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
2350,1,14,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0
2351,0,14,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1
2352,1,15,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0
2353,1,13,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0
2354,1,9,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0
2355,0,8,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2356,0,13,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1
2357,0,15,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
2358,0,14,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
2359,0,16,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0
2360,0,12,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0
2361,0,11,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2362,1,14,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0
2363,0,13,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
2364,1,17,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0
2365,1,11,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2366,1,17,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0
2367,1,15,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0
2368,1,18,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0
2369,0,8,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1
2370,1,13,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0
2371,1,7,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0
2372,1,12,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0
2373,0,12,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0
2374,1,15,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
2375,1,13,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0
2376,0,10,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
2377,0,6,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
2378,1,14,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0
2379,1,18,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
2380,1,11,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0
2381,0,12,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2382,1,14,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
2383,0,20,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2384,0,7,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
2385,0,11,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0
2386,1,6,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0
2387,0,12,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
2388,0,6,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0
2389,0,9,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2390,1,14,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0
2391,0,13,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0
2392,1,17,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0
2393,0,17,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
2394,1,9,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0
2395,0,9,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
2396,1,6,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0
2397,0,15,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
2398,0,13,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1
2399,1,9,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1
2400,0,14,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1
2401,1,17,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0
2402,0,9,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
2403,0,16,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0
2404,1,13,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0
2405,0,8,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1
2406,1,15,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0
2407,0,8,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
2408,0,15,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
