CaseOrder,tenure
4603,12.1891
8897,64.25764
3455,8.977196
3610,10.92718
8158,65.79102
8766,64.88052
9678,54.17218
7573,57.10624
3910,5.21614
4029,16.96026
3932,13.10595
2333,8.970035
7303,63.63211
2263,19.98033
9261,58.20411
5782,60.82718
2596,9.063713
7201,49.40819
3594,14.75827
5217,69.31083
1031,4.969645421
7434,47.57047
7878,62.23238
8824,61.48122
8237,69.54041
5734,71.00745
5379,62.76753
7763,61.41766
1756,6.805071944
7356,66.43229
4162,5.131207
232,18.17247008
8105,59.9106
111,5.197446331
5458,39.01296
6709,67.65272
2515,8.973181
5962,61.77794
4280,11.32392
4721,4.685087
2918,21.06329
9391,67.95515
2993,2.080255
2318,16.56118
4848,9.525184
4293,19.56071
6992,59.79789
1516,5.68349814
217,11.94550648
9214,51.8548
9062,56.50636
8418,59.46147
2264,11.53977
5327,54.58835
6841,45.89028
8499,43.40615
6011,54.22687
894,3.317348927
1491,4.279464865
3004,5.944147
1851,7.399248624
5200,54.6947
6381,62.25247
325,11.74635394
1216,7.60247544
2900,12.23126
2934,9.417302
3659,2.353582
8679,43.49892
6674,48.19847
7973,62.71297
8587,67.20217
6170,56.53318
9725,57.99615
1130,9.067061096
8857,69.74686
2919,9.453234
3903,1.302103
7948,70.14056
9098,64.74166
3828,18.59752
4924,5.337342
209,4.648958177
3255,3.352593
2796,1.059865
5107,64.17623
9012,46.23456
799,12.55438733
9106,56.24334
735,7.599617029
2245,5.26283
179,2.976033785
5831,67.19295
7009,71.56031
1175,5.679317142
6643,61.96931
5849,71.39166
1832,11.76797971
7996,71.97382
9280,58.69465
7898,62.33818
8598,63.82538
8523,65.2372
199,3.756359276
7929,43.2029
7077,64.7835
9285,68.98754
1098,8.960033031
549,22.76986341
6909,54.03362
8230,57.72738
4707,4.219362
6913,55.64232
3370,10.3665
7584,39.71501
2533,8.457034
4056,12.51669
2315,21.08084
6654,64.89527
6886,44.34553
5938,58.27269
2816,4.99913
3438,6.89036
3881,6.358996
4158,3.850863
67,4.471254161
7867,70.33871
617,3.484000437
1119,20.70165955
3261,10.58401
3402,7.831837
3693,7.283366
938,4.906579535
6605,60.50578
2573,7.35817
7537,61.68428
6325,68.46135
623,6.143856241
1682,12.18544178
2127,8.275832
788,2.831804349
3333,8.442986
7237,70.45979
1093,19.98393473
9104,54.7709
5021,65.57643
9354,60.04586
5945,69.28827
3281,2.71724
8187,55.09556
2202,4.028152
1161,4.00803296
5582,70.73353
3593,14.60884
3953,3.08219
9692,66.37599
6248,48.16091
4154,12.63051
479,12.9401487
1353,2.108441505
4310,7.294292
5699,51.61804
2648,13.05373
8461,69.06894
8199,62.71338
7690,59.31818
9258,63.35816
2590,1.393262
1034,24.71916223
4687,11.5917
5012,66.44552
2599,7.617535
5820,62.24788
4609,4.768185
8471,60.04717
9041,70.39578
7451,63.71587
4672,3.063806
5584,63.28283
3718,12.75835
9328,64.01003
3929,6.611696
3618,5.855481
1426,4.544027018
9379,39.11075
2920,3.109148
3820,2.110607
1872,3.997019354
5488,59.51288
481,28.79864005
5973,49.60721
9601,59.89979
2889,18.58829
6687,64.71582
6316,59.48902
528,2.084396413
4130,2.847771
723,10.35063785
5121,64.37387
4723,2.680333
221,2.73951266
9189,48.82939
1936,10.19944078
345,2.656915117
8333,49.59222
9675,57.36298
4484,7.326372
9707,63.80541
8487,46.03183
9217,53.27554
6904,70.60477
9155,62.6237
5961,56.12583
7035,70.04427
6052,62.09662
2392,1.854011
7182,48.25936
4329,4.51753
6453,63.4041
1984,8.856546048
8247,70.14712
1555,12.63923748
4851,2.250238
9096,53.24081
9923,71.53609
7533,53.48518
6854,61.86502
4642,7.813168
2882,4.646695
1678,6.864219377
4886,8.423652
1965,13.59949293
902,5.261212465
7131,70.20428
3069,11.91973
2297,9.361841
6238,46.1155
5863,57.56205
297,14.86764776
8779,71.40954
58,6.732948946
7243,70.49801
4386,10.03914
2985,15.39419
28,1.392421597
4408,6.979961
9878,67.3665
2677,2.237975
8546,60.0122
5263,69.49734
5842,60.69462
7022,70.09961
3249,9.880576
5668,52.14985
3885,3.590398
7664,65.98685
296,8.134438503
3162,11.96395
2581,1.794202
3871,4.180338
9211,57.31788
4405,7.465071
6953,69.71587
649,6.90648504
1371,9.941798485
9856,62.91268
6993,70.79817
5533,58.52603
9621,59.7267
5709,55.69627
4210,1.070145
682,8.886453729
435,3.508974199
9310,59.03432
4825,11.99482
9762,70.40113
3160,3.769755
1490,11.32483244
2988,15.04337
813,5.786960464
1883,2.497790261
9268,67.00167
4937,9.060452
9936,70.50359
1941,3.637134041
3297,9.244926
3535,17.35639
4526,10.07469
3730,3.284958
7016,65.89807
1613,4.753020774
1182,13.34966275
1376,7.677039536
9225,61.85144
3947,11.38257
7211,71.79034
5212,69.16302
64,12.25062113
627,3.041138012
4422,15.1242
1670,3.810228199
2113,4.252913
5805,69.74139
9764,55.07277
4033,5.013991
6546,60.18695
7949,68.53399
85,2.257358355
9181,71.24132
1463,8.831489129
2284,5.219974
2888,12.69289
5835,65.3851
685,10.8040205
4470,4.419844
419,4.924623699
5229,67.97011
4254,13.99745
2710,1.500082
2358,2.225465
8060,62.4919
1367,3.187512279
6278,69.50311
3917,2.348003
294,5.201330266
2640,17.45182
9459,54.72683
1507,23.42878979
9038,38.14529
7394,62.95177
1635,11.67107144
2458,1.76478
9892,66.73836
5559,43.2487
9752,60.08453
2301,5.111421
4538,14.0669
2939,3.294082
1564,23.27091932
5690,60.34404
8659,71.63571
7518,46.77756
1980,14.7212152
1884,2.745220008
3804,7.481549
439,14.16961729
4636,4.254025
4529,4.18206
4333,5.111561
3574,12.90094
8742,62.4542
8912,52.20049
4818,8.171806
6436,66.12646
2987,9.349103
7839,65.31873
705,7.979145258
2281,4.582941
8735,59.53457
4148,5.65315
5413,44.69494
374,1.541545443
6406,64.78357
9224,65.67292
2586,15.2121
1333,9.652842643
9573,65.14504
5283,51.57289
9132,65.81421
8316,63.96787
9810,61.47977
1785,6.418130939
3183,6.815025
495,12.75071284
7364,59.9755
2861,8.36006
7930,48.36469
4042,14.9206
7179,57.62165
2898,14.72164
367,7.663625954
850,4.313377262
7441,58.79677
9455,50.26004
4302,25.46342
2654,25.10781
3504,1.740498
1542,1.897261446
4166,4.618962
8867,42.02106
323,14.6728104
2032,11.93639
814,19.70266217
8940,65.71805
9376,71.56684
1080,9.473751367
2227,10.36313
9137,58.4219
9532,52.38371
2706,2.199825
6825,68.21396
7557,61.88348
1165,26.16514147
3262,1.916489
4688,11.89464
1451,1.84918194
3863,9.643609
6104,61.28932
9216,66.94632
7121,59.11937
6399,47.17599
9589,66.56346
6215,54.03406
9646,68.95898
5337,58.7019
4057,6.811035
9512,62.28135
3000,3.000251
9025,68.49174
1232,15.32475177
1515,9.808669685
2314,7.367806
1452,9.07813252
5268,50.90386
6132,47.65726
8532,68.70194
6465,55.22194
839,9.073819276
9916,45.33085
8262,60.1501
6415,39.1168
8505,50.60009
3568,19.13997
9265,63.97683
3088,11.81544
8644,50.95377
1715,1.515290738
340,13.73012915
9564,53.94013
5943,67.71178
9870,41.72903
8103,68.4249
8489,61.35418
589,11.85998919
3366,7.869508
2671,15.06815
3590,2.840185
35,3.471329958
29,1.430386349
8554,64.5943
8118,64.62702
2171,5.582839
8378,52.56715
5621,65.90305
890,1.79772408
6490,62.81303
3323,7.348682
9397,49.72909
3515,9.068923
4421,3.059231
8352,65.52159
5362,54.10768
3734,7.488398
9464,48.50733
7082,66.82276
1655,14.5222363
5033,71.7083
224,2.581692044
8626,55.40614
6195,66.57674
1591,8.344516765
5983,63.18965
3257,7.988116
6681,62.83586
4771,7.660409
2182,6.074592
6804,69.86292
4914,4.301967
6787,64.56952
4790,19.48914
1210,1.374911824
422,3.238699239
8741,51.60705
1707,2.160066882
1159,19.16163631
2307,14.80965
274,11.77389421
172,13.88004531
3957,9.312768
6697,58.85612
3189,5.714934
8133,63.25754
4809,6.386027
8084,65.63224
1565,2.916144419
1783,4.106981469
844,5.130341596
9346,50.24277
4462,2.477662
905,11.58317216
5912,66.31056
9951,71.52099
9298,64.40902
1548,1.934171569
2081,4.969544
9882,49.27373
3986,6.833364
6390,50.30252
7580,60.53095
9246,52.68435
6568,43.76523
8207,68.69369
3821,11.62388
2647,16.93745
4455,6.203352
7160,68.40649
8222,55.04679
8597,58.85834
9590,65.00498
6072,57.38041
2156,1.319201
6713,61.76369
3716,4.087832
4058,12.35438
5953,56.63276
3103,8.33073
559,8.874920206
4611,7.364002
6979,65.93881
1437,20.96098587
508,13.04542381
1870,9.351000629
756,21.1875693
5420,66.09752
4051,4.557348
8090,68.22138
3837,22.11529
2119,11.53174
6153,65.79896
7809,71.24628
502,2.81822785
6260,50.62647
9744,44.01106
1540,5.156329151
6142,65.48954
1212,5.550110436
9123,37.52707
673,13.80323806
3378,5.624237
8784,40.53237
1465,6.390769574
1193,12.41932486
6985,66.76266
1873,2.231526082
3591,5.63355
6727,58.24766
506,2.649525158
8119,50.02645
507,18.76976086
9450,62.90578
7132,70.69395
4808,5.067354
7304,49.26265
1774,6.441555523
6855,68.16632
4907,21.19755
798,9.289517752
8786,51.36891
7071,69.71148
2830,2.185047
9320,51.426
8738,60.77384
313,9.183905417
747,4.303745101
3570,6.597395
791,6.509951549
2477,8.040278
9326,49.07593
2571,12.50419
5287,66.47928
5216,46.778
2164,9.951059
6578,61.32236
8450,41.67396
381,32.0730133
8509,60.1745
1293,2.447985699
1913,15.71428993
600,17.28022598
3893,9.882614
4142,2.414
1653,4.509329959
5225,53.09491
1894,18.7939759
1945,7.017918254
3396,9.074838
5480,63.59925
9770,65.03729
376,2.527681829
1967,10.98734966
3958,16.74968
7136,54.07728
7479,58.12362
4506,10.50995
9581,66.59987
5289,65.66869
1472,17.5841798
3347,4.060006
6254,51.98679
2854,9.546909
8989,61.36037
9776,71.97999
6460,67.61857
4063,6.979037
5864,70.00887
4307,7.633263
4878,1.40024
7250,70.09511
5274,43.3907
3991,2.758928
1050,9.716257401
6176,66.98487
6927,42.93159
7865,69.05044
2036,4.573172
4040,15.85633
6876,57.5331
9355,66.78251
1973,1.268992493
5073,68.22296
2100,10.48149
1500,13.31283015
9613,67.50401
653,5.260136013
171,15.50354683
4086,6.971251
243,2.861423443
5711,60.37442
6973,66.60157
2757,3.122125
6885,58.09125
5447,53.34625
2077,7.978289
4104,20.80434
9560,56.10936
7572,60.44201
9467,55.87308
4895,6.994401
6693,56.1122
8055,66.78484
5390,55.50904
9374,63.27923
8022,51.91699
8605,67.11925
4481,11.30633
8327,44.24001
4079,21.31617
641,19.95372925
1271,4.61174735
2779,14.62117
9498,55.81802
3862,2.017622
3481,18.08688
1535,11.48699577
326,5.954024226
2339,9.594746
3981,5.614935
6878,71.81157
4055,11.44954
2238,2.493434
7107,70.8569
9669,50.58015
4746,13.85859
865,3.414733275
6204,65.38502
5509,71.44192
7430,47.91529
372,8.498042024
6297,66.66711
5552,59.01535
5724,61.0588
5900,50.76733
9288,58.83899
7872,50.97055
2365,2.734057
3214,4.870047
912,2.368283285
9048,47.27475
9791,71.40639
7290,66.2968
9959,66.06887
6537,54.78319
9193,60.43193
1424,5.68109955
9808,70.52617
480,4.957713222
663,10.28281832
4477,5.892496
8983,51.88253
8078,70.68617
2989,7.066142
1120,1.214622014
2777,8.100668
9836,54.81081
5004,44.72802
6650,66.509
7255,66.54966
4428,7.457111
7432,67.04659
3982,8.475773
6352,63.72195
2894,12.47148
2670,7.896371
3978,3.932102
5260,56.90852
280,6.877942744
6731,45.34514
6105,68.15887
7021,70.60728
1695,8.758613325
8913,65.90545
3480,4.529842
4417,16.27572
7593,56.29735
6283,44.61375
5604,47.17819
8620,65.19543
7781,70.54929
4297,9.274687
4594,7.634806
4845,2.780924
2210,1.445549
7606,66.55543
5502,65.33592
185,5.104082209
4801,6.142753
4846,2.924951
2351,20.43277
554,10.40161068
1398,12.33304231
1385,1.67735795
9183,70.69994
9818,57.58191
298,5.548652108
444,7.262579715
7339,44.39952
2078,11.61721
7816,67.16748
2230,10.39421
2843,3.631024
2538,1.025579
8146,54.55457
9537,67.6308
6444,66.30503
3368,15.67732
4487,12.75395
2579,10.29048
1132,3.12313921
4819,25.76718
321,3.115945151
1372,15.26657624
4043,12.98383
9126,64.03187
5146,63.656
908,9.137809439
9427,43.40702
3951,7.022294
6146,57.50554
8887,63.39683
6696,57.50229
4978,6.62916
6093,67.1217
8409,64.08859
927,4.035770971
6144,71.73306
16,13.87001293
144,5.15825129
2364,14.80365
130,4.568682641
1162,14.41890198
7552,71.94498
6130,56.86301
4666,6.360959
5661,61.18403
6461,55.74968
1877,2.153167182
2489,18.8098
5328,52.71096
9362,70.17477
1183,9.045537332
6136,60.15262
6378,50.62544
1171,11.47456181
2183,16.04075
3372,11.32725
8041,67.86978
1860,20.40555252
4861,6.275924
9256,56.00686
8346,63.71082
7348,63.88775
4865,12.70321
9887,67.063
6389,64.31881
3122,2.072617
388,3.310281145
7786,63.86048
1033,11.67460124
7853,65.64436
5419,65.04247
932,6.979009919
4020,7.368353
692,2.72317525
5299,63.77494
6659,62.30892
830,8.654535873
3499,21.56869
2082,14.86711
9441,42.47836
45,8.798394712
3940,2.142469
5258,54.11264
8438,61.23692
4320,9.121337
2966,11.16749
3970,15.37432
1188,19.37622206
285,11.62258922
8874,71.21314
4160,2.026825
3093,6.184122
4557,13.23966
4585,5.933094
4324,21.72968
5505,61.38844
7075,61.51103
3365,6.907426
8026,66.98322
3196,5.998405
8811,69.31577
970,8.979360083
3735,10.07156
926,4.245035615
9497,43.01015
6452,70.71967
8798,67.53691
2852,11.40421
5181,71.57982
6724,62.20783
9323,71.26977
7811,58.13967
4472,8.157412
5169,58.67524
4349,2.582668
7904,52.0997
3627,7.565171
1790,3.312263064
8294,64.37488
2060,3.465896
4014,2.09057
1903,2.389328443
5574,52.98075
6926,58.76836
76,5.43464555
2346,14.95975
5485,43.77028
431,13.83290937
4587,13.45113
8100,39.70805
8458,62.99453
8157,56.82842
7894,55.58159
1554,1.45460211
241,20.35456039
784,5.84055678
3067,10.02202
978,3.857300987
2942,4.273105
5378,58.33561
4731,14.86565
1621,3.508552886
2147,2.301376
1802,7.775144828
2096,30.1778
6075,50.46332
5246,69.22588
1358,9.841085026
8064,64.51973
6051,63.88777
8369,50.3835
6018,63.5434
9932,62.94995
8770,71.13694
7504,50.7426
1610,11.21152941
3097,11.34636
9772,66.62554
2416,8.440774
2018,16.81532
6019,52.07024
4126,8.032262
9803,49.94733
3247,16.12056
125,7.992791229
6426,59.74092
5309,54.7128
7464,55.19347
9158,62.97217
3342,4.672744
599,14.57312339
2124,1.577215
9499,59.54373
7686,64.26648
7050,66.27571
9662,60.85274
2198,4.798977
4052,4.839337
6055,61.43691
3363,7.114816
6852,51.41461
726,9.820011726
4935,2.184299
979,7.882710227
809,9.162445307
9604,51.23358
1476,10.404813
5936,54.77909
9037,68.22677
7336,45.09367
3963,10.70081
6423,67.77528
4906,2.553094
1236,11.96148946
1226,4.526667855
8050,45.69588
9279,63.90696
8672,70.03095
5230,56.99989
6951,67.72095
3218,15.51348
288,11.38099891
5024,56.63931
2967,13.16571
3165,15.12639
6004,59.46448
8888,57.87473
1658,6.526670837
1976,12.57273206
2398,4.348554
453,1.914386255
8031,69.59294
4697,4.46492
3682,8.808902
423,6.437878909
9726,53.42526
658,7.29973843
3302,5.705684
6395,68.10386
2846,15.97096
8292,48.59906
7498,62.40518
1002,6.429025787
4199,5.102617
2419,6.364903
7483,65.02015
5707,63.06098
3848,10.42906
962,4.945014197
1581,11.44810825
5008,70.51996
2207,3.990716
6313,42.68533
9563,66.80152
4232,10.77389
758,3.196943016
2285,18.13802
6664,55.50261
4756,15.13225
8212,60.78096
808,8.360649713
6576,66.83431
7720,69.54666
1957,8.355760951
2446,1.652127
5876,50.77685
8164,57.43476
6139,58.41511
2403,5.792794
1074,16.64037206
6558,70.31796
4241,5.058557
8510,64.2498
2092,6.86392
4528,15.54856
7203,54.95441
6796,68.29079
7238,44.79742
7423,60.7303
6850,50.60484
6837,45.16032
1004,16.4659765
9100,70.87866
6563,66.72045
5615,60.81561
4652,8.542338
5314,54.53026
1486,14.38025496
7608,50.77358
1412,9.821119931
9304,60.36923
710,1.72479919
9807,65.54203
8043,68.36641
7212,71.39672
3077,10.52622
8315,60.70855
4102,5.623084
5115,58.16576
2723,4.448953
9360,67.12189
1269,13.28051861
2463,26.15019
5465,53.04753
269,7.425503428
3581,11.31189
5350,52.52919
7291,57.10479
5158,64.62378
6602,56.24277
2822,7.837878
5808,51.22671
590,3.113737885
5956,54.62225
5255,55.81582
6662,63.06198
7657,71.52133
8726,54.07581
6897,70.08722
7595,63.52797
2029,11.38469
6819,61.9089
678,5.506476096
5764,51.27317
1233,18.81607435
5297,47.77439
7104,63.22024
5035,64.9788
5453,42.31228
2433,5.802984
6320,66.65664
6120,57.54902
9159,62.6093
9954,49.80587
897,11.7391369
1612,4.448210386
6475,60.6238
7662,67.14449
7461,61.61486
3807,3.263347
8274,52.95508
9452,63.40014
4702,12.14985
3962,4.01663
5418,57.77873
891,6.471903209
5000,5.368306
7507,64.39242
7882,70.50302
5096,67.56096
6933,62.83882
9618,49.57035
2800,2.213342
585,14.08939653
3269,3.062161
3933,8.920338
1261,8.16762508
6206,69.80788
311,9.915959247
7790,55.13723
6459,69.21008
6207,56.73689
5883,46.55404
4669,14.07058
4299,14.55246
3784,10.13181
1009,22.11524673
8355,71.53791
2186,11.00764
3624,3.857792
7040,56.37072
4923,22.39748
9674,65.42546
7951,69.18745
6126,68.24302
4757,11.42868
5075,57.84605
91,2.188918771
5975,61.51035
6419,64.46737
8641,71.53607
8691,66.54637
2118,5.003409
2938,12.05316
6843,56.3245
984,12.51401968
7261,70.32865
9986,48.24454
2926,10.7668
6062,61.63974
3215,9.688639
6448,49.95803
6780,44.94292
7039,59.67012
5664,68.76753
628,15.37394197
8009,47.59384
5126,44.0309
4766,9.312734
8144,65.25094
9595,63.3179
1270,27.96096319
129,4.171044392
6113,64.16811
1712,3.663316236
7863,65.26459
4236,13.33556
5193,66.61075
2399,5.494536
5435,60.18407
6058,50.48601
9319,63.10868
1187,5.873359501
6014,60.52991
9794,62.25655
6015,49.22913
1978,14.51274009
9888,60.9855
4248,2.011058
7673,71.95713
916,15.42700763
1306,13.03099332
5456,52.00223
3050,17.29281
9522,71.23043
1274,12.60420397
8056,67.50379
2797,13.47613
1399,17.12047934
3359,9.873117
184,13.01107597
6868,71.3009
5696,65.60287
8836,71.05361
9627,62.38737
6171,63.67919
6988,55.6096
4568,2.804449
8956,51.53504
2657,6.652608
8310,64.46474
6858,59.003
1962,8.205103396
6384,49.26183
8854,71.75497
9974,64.61283
1252,2.163284177
3177,8.915226
7761,62.17828
5014,66.89524
9706,65.63324
6540,62.09112
3290,13.84669
6449,46.25154
8727,70.33975
7612,68.59473
6276,68.59602
6888,47.98669
1052,8.700517617
4070,4.736816
6023,54.35016
5553,58.60767
273,1.926789854
2043,11.71454
4764,10.89731
8998,71.76656
5205,63.74924
9510,53.28955
1087,8.92504512
8374,40.96005
7733,70.69978
7516,62.68348
6679,66.6997
4323,13.61148
6947,45.59554
7748,43.45813
6773,55.5206
5519,67.16512
5118,68.05033
6180,51.34296
4710,2.323179
8122,69.6864
5970,68.37603
6785,53.33926
3479,6.038648
8415,53.86603
3925,4.066843
1749,15.08846657
733,21.05353987
2554,1.500126
5459,55.26536
5874,71.0114
2663,11.46674
9399,62.2002
6456,68.78168
3114,20.51646
3304,14.56261
1345,9.62893496
1691,7.506056361
7181,58.8721
6500,66.38881
3309,4.95874
1505,16.24273454
1807,8.884543585
8470,70.63479
5370,50.58329
3792,27.84191
9521,66.89696
7330,59.49517
5910,58.09792
6826,70.39354
7264,71.83088
1849,1.360201959
4513,2.596868
2432,11.13625
4661,18.34508
8886,54.28949
5585,52.98033
143,3.303030246
8761,36.28161
9212,54.67414
5265,60.55602
3410,5.750643
1118,3.638799298
1757,7.712199324
498,10.77929667
8032,48.04631
871,2.086431077
3358,1.398734
913,9.651065829
722,4.800346852
2806,7.874579
9944,71.4959
887,15.16937697
9593,62.51438
6588,50.61987
8101,66.33852
1521,7.175063445
8690,56.78578
2747,16.57284
6701,51.58781
5776,65.70769
315,7.661226872
1800,9.273178876
328,1.407866545
5643,64.91322
4205,1.203982
3130,2.048055
6861,51.77963
9906,70.53117
3969,5.500175
5744,69.76805
6227,42.94126
1974,11.23691953
337,6.485034974
2765,1.201025
7661,68.41518
276,9.517703088
2986,17.25514
5647,65.21792
5850,63.07092
3478,5.481792
7559,62.23239
3559,14.74297
2810,11.71559
9114,71.86794
4862,10.18273
6587,55.00463
3417,21.37858
308,4.216732972
3909,11.00328
349,1.281566108
827,3.831221517
9502,65.44538
4483,11.17891
6577,63.097
3683,4.560311
5877,61.00152
8388,55.22442
2054,8.082833
72,3.7311787
5508,57.08448
8515,49.8063
7511,45.03753
8152,59.8036
1667,13.79138076
7862,57.55841
9160,69.82129
5689,37.5005
1446,5.414586898
5228,49.67201
6983,56.1721
1696,6.289468375
2893,10.76391
1575,2.722761372
3204,1.113741
4406,2.681114
1631,12.27728241
8381,70.01227
1882,5.731198479
8822,48.01685
6464,50.89196
849,7.161869147
9924,58.1358
6189,58.79896
5870,65.31603
2878,2.458795
187,8.08137067
3780,17.16447
1831,6.57513059
8326,67.02374
9242,57.95709
6379,44.59308
1235,9.417609509
6965,67.86091
3916,17.22292
447,16.48065356
845,6.588311936
8063,58.94262
5403,67.89759
2441,7.633753
3104,3.267702
8586,48.73343
6792,58.09117
5651,67.1766
1295,8.343625652
5080,61.98982
9017,62.86571
5068,64.09564
3443,2.526565
8452,61.13096
7274,61.39024
6106,56.95876
777,25.77611616
9717,62.42366
2154,21.61867
4921,2.919224
5361,39.7266
9736,61.90557
5958,70.28188
8412,60.16674
8433,64.91577
3184,9.363006
6793,51.01884
3200,14.71926
9370,51.87217
1290,3.124488057
4582,7.812114
6193,61.20259
8936,70.47803
7150,68.28597
9847,49.89893
4107,11.75829
4127,18.03946
8301,61.75393
3967,10.88054
1880,7.40216226
8497,66.89948
9300,70.50182
6349,46.08155
3588,2.317456
7373,64.22853
3866,1.481935
8488,53.24575
4132,6.63265
1037,14.69261964
637,2.684151079
6154,50.07284
4135,4.806626
5339,53.71087
1084,7.292787239
862,11.09808176
904,13.17849974
192,11.64983735
110,9.473091121
4456,8.867984
1943,8.721771003
5857,67.29466
4332,1.946824
8542,65.90337
2041,23.24675
7332,47.99026
7318,45.8143
7780,45.6406
4660,4.208515
7314,63.73496
2776,23.99384
4146,4.154665
2324,14.98386
763,11.48773622
2618,2.073632
2412,6.452058
1095,6.791270714
6174,47.98288
7049,64.43912
9273,62.44603
3136,8.718999
7788,66.03197
5041,70.47897
3806,14.56715
885,4.849677072
2655,10.32034
5922,60.97795
6188,45.50676
8086,42.01957
6743,65.66392
7627,68.04429
5681,39.13842
7008,59.18664
9687,71.44364
2203,26.74209
6108,64.54916
6418,61.19826
1263,7.537243981
8380,56.64692
976,7.918062789
5832,63.28078
4926,14.13869
942,2.646328849
4724,9.283599
2388,14.76922
9729,71.15468
5022,71.09621
4392,5.698156
5149,58.89846
3222,15.84051
3883,8.081693
9439,54.64972
6625,57.87826
5919,69.90151
2790,20.32585
945,10.03364243
8909,71.21292
1858,3.857491515
9081,62.84987
4109,10.15472
8514,43.02146
3256,9.93773
2691,6.183692
9513,68.20701
6962,66.47977
1320,7.771315315
8883,55.42799
9881,44.57688
5163,46.28759
5830,62.04916
7954,55.78075
5959,39.54414
9272,58.58794
3476,19.6617
3506,6.023347
4750,10.277
2478,6.453124
9491,57.92283
6616,43.20929
7414,62.32227
7587,56.90458
5345,65.49474
9864,67.16337
7112,47.87116
1875,4.992706522
8517,63.8887
5271,70.25821
5097,55.34066
2905,5.669803
571,10.81527088
1449,13.24581884
5965,52.70133
6243,63.32675
6348,67.95345
7875,55.10455
9817,59.13074
3227,2.339183
9745,57.1358
3979,2.473299
4384,22.98475
7857,66.36071
3540,9.543016
5683,60.23114
2828,8.259716
7659,64.1725
4997,7.989206
1339,2.978504665
3263,28.57082
6387,45.29142
7952,70.40235
651,20.75499393
2903,21.25517
2259,12.51454
7403,62.57813
3522,13.27794
2731,6.128314
5497,68.74532
4479,2.820837
1597,13.99605863
7067,55.78809
2585,11.59627
5442,69.53443
3197,3.052755
8524,48.70941
7683,42.34953
5377,53.92384
1259,8.255617012
5278,68.95234
992,6.240783682
3505,3.304515
114,17.88002366
920,5.451895614
2510,8.522053
9405,58.15209
166,12.63074989
5264,65.61044
4604,11.3031
950,4.905988692
4595,3.794574
5728,50.42623
3771,10.81182
2507,8.940085
5108,42.36505
2851,4.459993
6486,48.25953
5363,50.93618
7443,71.14876
4447,2.509742
4461,2.546083
9514,48.24148
2506,5.585004
1115,8.691329205
8398,63.04815
299,18.35541838
1676,8.397776839
3348,9.176772
2736,7.923777
7820,65.40232
4989,6.487239
9895,69.76674
5818,57.78109
4326,5.560793
6720,59.15773
8787,51.2129
4551,10.5771
8573,61.45615
7848,66.17677
2104,11.07943
5814,56.88725
9105,52.04568
7454,65.46719
1838,5.252073829
7903,67.58811
8319,37.05135
8724,63.45694
608,4.109952242
8375,59.48183
1094,17.41856593
6388,64.47686
6506,67.43143
8965,56.05193
4488,1.1518
161,2.600063739
204,14.17192333
7041,43.34462
5894,68.89551
4934,11.51972
2935,4.278907
7323,59.90148
2436,20.22191
1231,4.997365436
8676,60.47246
3047,12.00194
9655,66.969
8420,55.62538
7667,58.172
6408,66.3094
4252,18.9981
5578,59.86174
3294,7.266887
4035,25.43027
8113,53.89174
4291,7.518447
4335,1.347728
5932,56.83604
3878,3.115729
5429,60.91354
4754,6.971587
4887,6.739064
858,4.475652318
8234,51.22665
8376,69.53236
2562,10.45497
3802,18.76931
2641,3.82548
9664,59.78701
4491,21.72982
2348,16.25256
650,11.80191083
2782,14.36866
5653,48.08209
8544,70.56361
8678,49.91708
6434,58.7517
616,3.149071183
8449,71.97435
2576,1.311693
54,1.55278221
3341,18.62057
7038,43.15974
1706,16.37219797
9061,63.13788
9353,49.69121
1494,2.744401393
9964,58.47429
5633,56.9978
804,11.95255483
4954,19.39483
6934,68.56426
7105,66.37863
991,3.079467822
2775,6.021823
7471,51.83967
6420,61.9981
3514,5.73054
5479,59.27489
8401,59.14986
220,4.95598008
6970,65.36253
1289,17.3999197
3164,4.540275
4679,5.429608
2619,10.49402
3613,2.911327
44,18.55959629
8095,67.21909
8373,55.42229
3793,10.92044
3572,9.986555
9981,54.05623
1504,6.22226629
5557,51.17826
9831,66.39293
3440,14.00176
1893,7.039839728
9324,70.00933
5256,57.95857
1956,23.11577242
5168,51.4346
4815,7.888574
6265,55.70975
1506,17.64373477
671,5.261502169
8908,63.20833
7056,54.44532
898,13.00962018
6179,60.36546
2667,6.71156
3194,10.96818
2891,7.881289
7774,68.23146
2622,16.75789
6009,63.00351
5957,66.32483
3,15.75414408
2371,6.84336
7915,64.33331
1770,2.661325529
8507,66.03662
6026,63.47945
532,10.81997919
8725,62.83864
8650,55.88646
7874,62.91776
8891,48.42652
3121,6.693474
9023,44.46693
732,7.439569893
3407,7.348696
2340,3.199682
5968,47.22872
6581,52.29776
2566,9.817033
7727,67.50861
7821,64.58418
6714,59.10465
6996,70.8043
6943,52.27007
7795,59.36326
8976,56.71742
1256,14.96367107
2105,13.0511
6735,66.43277
9779,50.09011
6225,60.43351
9151,59.40499
4995,14.67731
8970,50.3804
6840,67.675
5058,60.56995
5847,69.09557
4435,4.023413
3485,27.44938
9494,55.74944
5319,58.42415
3817,3.895892
5730,52.65622
8904,51.59283
7841,40.73055
9890,71.7533
1622,11.30820237
9424,62.08608
6308,62.32241
