children,age,online_security,tenure,monthly_charge,bandwidth_gb_year
7,26,0,2.420905,222.6281,1585.087297
0,19,1,2.608423,222.6326,1328.874126
1,73,0,9.248419,242.6106,1792.520072
1,29,0,1.652127,179.9476,462.2211376
0,57,0,2.077466,235.1372,1244.139414
3,82,0,19.06753,262.6106,2215.644479
9,32,0,2.12851,117.4872,1009.028786
1,71,0,13.46686,204.9797,1382.061516
6,22,0,1.805094,92.5018,505.1435902
4,26,1,5.886238,212.6695,1391.330245
1,76,0,4.336113,139.9349,1046.765683
2,28,0,5.395611,230.1051,1122.653549
1,24,0,2.930277,242.6143,868.2420268
3,55,1,5.23657,162.497,1322.686843
3,79,0,1.293544,129.9483,712.4768186
1,76,0,1.76478,139.965,826.331106
0,55,0,15.4459,182.4433,1983.907992
3,73,0,16.56317,127.4601,1881.485804
3,79,1,8.939477,154.9755,1588.984136
2,78,0,5.9717,152.4579,1290.155524
0,23,0,26.15019,134.9509,2320.785912
6,49,1,17.84058,140.0013,2373.467756
0,32,0,11.49687,112.4844,1068.577042
0,41,1,3.761061,197.4702,1151.905186
2,30,0,16.39747,129.9621,2207.805016
1,37,1,11.61284,197.4702,1839.162665
1,72,0,19.12428,187.6094,2392.010213
2,55,0,13.85176,192.4404,1584.550026
1,56,0,18.8572,137.4684,1819.57724
4,43,0,10.08697,139.9512,1627.959422
3,57,1,1.895979,152.5022,716.6438092
4,74,0,2.446064,194.9525,1066.183659
4,83,0,2.464275,174.9768,1030.224777
1,43,0,14.80349,192.4705,1661.346466
0,52,0,8.040278,182.49,1058.595152
0,54,0,6.453124,149.9621,792.1819969
1,74,1,20.13722,217.484,2083.650225
0,46,0,4.355677,242.6281,1002.004764
1,28,1,16.04377,132.466,2062.862632
3,43,0,7.42363,147.4713,950.7941169
4,20,0,20.87424,117.4392,2497.717707
1,64,0,14.44636,202.4433,1572.076515
4,87,1,9.000396,140.0013,1462.964796
0,32,0,7.194779,162.4676,1457.580613
1,84,0,2.919931,142.4713,899.976724
0,88,0,12.86551,255.1198,1966.201755
8,18,0,18.8098,275.1336,2596.374524
1,59,0,15.92001,200.1185,2223.458561
4,29,0,4.85088,200.1652,1131.789188
1,50,0,4.847411,147.4738,602.6894614
3,29,0,2.758575,232.6415,929.5655793
0,40,0,6.116652,127.4601,1123.647592
0,46,1,1.757261,194.9581,589.6405069
0,54,0,16.87028,210.1051,2329.543371
2,48,0,16.66123,179.9476,1742.811202
5,62,1,12.61471,154.9755,2007.430866
2,85,0,5.714937,182.447,750.9484926
3,81,0,2.301772,222.6281,1224.80823
1,60,1,3.627104,137.4686,459.9710645
0,56,1,12.00909,152.5104,1610.027119
1,19,0,24.14282,162.4713,2391.497324
2,75,0,19.14656,169.9447,1811.777309
4,82,0,22.14611,162.4713,2113.691713
7,66,1,5.585004,162.4827,936.2693881
1,36,0,8.940085,182.4676,1204.76304
1,26,1,17.82124,119.9568,2296.853164
1,77,0,27.4563,162.447,2859.041314
0,19,1,8.522053,182.4833,1123.252119
1,43,0,8.386909,147.4601,834.8359967
0,31,0,10.52249,159.9349,1256.923905
1,27,0,9.836216,164.967,1700.500703
4,40,0,10.85169,194.9663,1864.932987
2,36,0,8.973181,240.1149,1367.523632
3,64,1,14.04801,160.0013,1507.684892
0,80,1,14.17599,242.6326,1663.204506
0,41,0,8.619877,200.1323,1687.301468
1,32,0,17.91527,149.9447,2281.632997
1,18,0,8.113307,149.9776,1115.211468
8,23,0,12.52502,207.4754,2267.526558
0,57,0,9.303687,172.4705,1547.513225
0,76,0,3.840589,159.9656,808.7858345
2,80,0,5.142628,232.6707,1045.919275
0,47,1,2.067128,255.1555,864.371328
0,22,0,18.96848,179.9656,1811.884356
0,74,0,2.589165,252.624,662.5967184
0,30,0,2.362663,112.4551,254.7465501
1,33,1,5.585807,184.9785,1036.098256
3,67,1,16.81789,142.4689,2062.922234
1,70,0,18.529,255.1336,2600.878739
4,84,1,14.39213,190.1737,1765.073078
6,39,0,8.457034,220.1323,1498.783318
2,53,0,9.24589,79.97886,804.9040342
8,74,0,1.413033,162.447,950.4411542
4,73,0,3.680185,137.4392,587.7258611
0,42,0,16.82081,147.4421,1559.752741
2,64,1,1.025579,184.9853,570.4516207
0,55,0,15.02441,104.9629,1406.070492
1,48,0,2.440244,179.9656,485.4228279
0,24,0,7.409027,127.4738,1280.53691
2,62,0,3.148665,149.9378,1025.253482
0,74,1,29.62966,207.4811,2913.842578
0,54,1,4.044209,245.132,991.6890153
0,62,1,22.73656,182.497,2227.799509
2,62,1,2.917886,132.466,945.7273128
2,18,0,13.08213,172.4579,1655.992508
2,42,0,1.740144,242.6573,981.3822842
1,67,1,9.470798,242.6326,1398.131991
1,51,1,2.476217,147.4783,373.1383878
3,23,0,9.05316,172.4733,1284.333326
1,52,1,10.86199,155.0084,1364.293464
1,63,0,7.990345,222.6143,1654.594921
0,61,0,1.500126,232.6415,676.2344842
2,88,1,6.732509,202.6829,1153.214047
0,54,1,1.442102,222.6792,837.2614393
4,27,0,10.89683,147.4421,1246.67277
0,49,0,10.69505,137.4698,1364.959051
3,46,1,6.905862,199.9902,1606.823213
4,35,1,22.31932,152.4952,2343.988024
0,58,0,4.984918,172.4705,1108.077901
0,30,1,10.45497,139.9861,1307.834074
3,67,1,18.81683,184.9647,1907.20649
0,35,0,18.01018,167.4564,1686.417922
1,79,1,5.014012,245.1283,1501.093332
1,87,0,9.817033,127.4887,954.2700173
1,55,0,7.437784,230.1051,1170.676993
1,54,1,1.280324,139.9568,436.2297665
4,72,0,13.43811,174.9768,1965.462483
4,81,1,3.765838,137.4686,494.8412692
0,63,1,12.50419,162.4833,1636.48816
0,28,0,1.798433,179.9476,528.989098
0,18,0,7.35817,182.447,961.4048126
0,73,0,7.744129,167.4564,720.6519058
4,76,1,16.79677,139.9792,1820.926895
3,20,1,1.311693,152.466,530.0519539
4,61,0,6.960522,162.4676,1466.444336
3,61,1,5.525134,277.6513,1288.15613
6,85,0,10.29048,194.9663,1815.26546
1,48,0,18.32904,162.447,2206.253895
2,82,0,1.794202,174.9768,917.029715
0,24,1,16.38978,142.5007,2095.926619
4,59,1,22.34478,194.9744,2231.25397
0,55,1,12.91538,217.4702,1524.881001
0,54,1,11.59627,202.6362,1929.992785
4,82,0,15.2121,167.4564,1508.478673
10,42,1,3.771607,207.4974,1117.284921
0,41,1,11.64744,162.4827,1381.77131
1,34,0,25.72493,124.9781,2354.102724
1,34,0,1.393262,240.1149,722.2139832
0,81,0,12.173,149.9447,1619.686288
2,53,1,8.909806,139.9875,1342.337702
2,88,0,10.48608,112.4551,874.0562063
4,23,0,19.26465,104.9643,2203.565459
1,67,0,6.24751,175.1331,986.8685971
1,21,0,9.063713,92.5018,1031.540479
0,68,0,10.02603,162.4937,1183.503581
0,44,0,28.22989,139.965,3068.956506
1,47,0,7.617535,159.9656,1326.411799
6,58,1,20.58561,140.0049,2005.474189
5,75,0,12.359,159.9794,1827.076857
0,26,1,8.437873,82.49655,923.1400229
2,30,0,14.01692,207.4754,2099.82555
2,53,0,1.506136,159.9349,460.5286853
0,29,1,5.457127,202.65,1589.753327
0,88,0,4.148103,124.9781,296.0266799
0,42,0,8.867664,252.6378,1362.782508
0,51,0,6.663036,162.447,1292.032339
4,68,0,1.563383,124.9607,673.250968
2,46,1,13.75426,277.6375,1947.058707
0,89,0,2.367066,232.6378,1136.589804
1,30,1,2.333094,140.0049,530.0667964
0,56,0,14.86158,159.9512,1439.925812
0,31,0,1.768753,220.1478,736.3553892
2,81,0,18.25291,182.4762,1863.348549
4,48,1,1.275948,107.5286,476.7850753
1,41,1,29.95876,255.1417,3119.385384
4,87,0,2.073632,129.9621,861.7738077
2,61,0,10.49402,139.9349,1584.241573
8,76,1,6.368504,202.65,1756.610979
2,82,0,7.674186,162.4937,924.1809843
1,65,0,16.75789,172.4705,2080.564441
3,40,1,8.473966,162.4982,1208.504726
2,33,0,30.82191,162.5005,3042.656083
5,55,0,7.8432,147.4421,935.4475784
0,29,1,8.03514,114.9728,798.0189824
1,82,1,5.150963,165.0182,822.9997439
3,56,0,24.2732,275.1336,2765.521967
3,76,1,9.38517,255.1555,1461.269401
4,80,0,13.81972,162.4713,1438.002278
2,74,0,1.37258,187.656,680.4074741
4,18,0,1.84687,137.4872,464.4350832
4,63,1,12.23147,217.4702,1483.466725
0,30,1,6.554584,127.5112,831.986868
0,23,0,2.599617,149.9913,650.0225046
0,81,0,2.827378,164.967,965.4344564
2,76,1,16.12971,197.484,2275.291432
0,29,0,23.9038,137.4836,2593.650846
0,88,1,1.73409,184.9647,428.5644943
2,18,0,17.45182,124.9781,1759.464436
0,82,0,3.82548,222.6143,1134.14173
4,88,0,10.00949,139.9816,1236.291583
4,63,1,15.81095,142.5007,2126.056803
4,43,0,4.310974,240.1149,1024.131285
0,86,1,1.200106,164.9889,336.3711095
5,23,0,1.99818,194.9768,758.9886777
1,18,1,16.93745,137.4686,1688.294747
3,21,0,13.05373,220.1185,1761.265371
3,45,0,3.533323,182.4676,793.8062657
10,20,0,16.93329,179.9476,2020.896358
0,59,0,2.888303,134.9509,296.7260391
3,54,1,6.307859,107.4806,862.6906733
0,67,0,4.812563,172.4885,1003.080929
10,63,0,25.10781,149.9621,2646.099689
0,46,0,10.32034,162.447,1525.81124
1,32,0,16.7433,245.147,2536.53749
1,38,0,6.652608,252.6378,1225.184798
0,20,1,6.7064,159.9875,877.2126863
6,25,1,11.96096,142.4827,2058.120961
2,71,1,7.900866,184.9853,1063.793472
3,41,0,4.245295,147.4421,707.2606071
3,64,0,10.0496,210.138,1421.06817
1,56,1,11.46674,132.4798,1715.911701
6,84,0,4.469398,159.9942,834.0925038
3,55,1,10.59491,184.9647,1272.863604
9,21,0,2.82818,182.49,1092.512913
1,77,0,6.71156,255.1665,1200.461726
1,38,0,5.25157,127.4421,1069.18746
3,40,0,16.4299,179.9794,1800.326325
1,58,1,7.896371,202.65,1725.323883
1,56,1,15.06815,119.9897,1516.686884
2,55,0,3.700985,252.624,924.6142337
0,45,0,17.26451,127.4421,2082.052634
2,22,0,16.5852,182.4433,2329.310551
1,20,1,10.81514,195.0062,1341.508482
3,50,1,4.617824,187.4847,967.8404944
2,63,0,2.237975,139.9678,492.0307787
0,34,0,12.14453,159.9512,1289.426725
1,83,1,23.86996,132.466,2609.91314
2,62,0,7.495281,127.4586,968.8124201
4,60,0,8.756923,149.9483,964.5339675
0,18,0,5.874949,194.9663,1406.140722
2,19,1,7.238006,154.9618,1495.619695
5,25,1,5.449246,120.0035,1034.133433
1,35,0,5.614074,127.4421,1108.726166
0,55,1,4.534721,172.4555,761.9139877
4,25,0,10.06395,220.1615,1686.732783
2,66,1,22.12945,147.4783,2047.373281
0,82,0,15.51392,79.97886,1244.129071
1,23,1,4.526424,164.9785,1395.575443
1,42,0,6.183692,172.4579,981.2775952
0,66,1,17.27999,257.6549,2074.948906
0,86,0,3.628867,184.967,601.2192303
1,73,0,4.888977,147.4601,532.1499344
0,43,0,4.431604,117.472,542.7248776
1,83,0,8.377189,240.1149,1133.808688
0,72,1,21.09953,174.9882,2540.062525
1,38,1,1.989684,217.484,714.7114049
3,76,0,17.55759,184.9797,2258.203171
1,79,1,10.55294,169.9741,1119.402193
4,38,1,8.436679,129.9763,1214.354546
1,51,0,15.2198,147.4421,1429.845787
4,68,1,9.436909,149.9598,1150.114958
3,65,0,13.50244,192.4705,1544.180199
2,77,0,1.717359,152.4579,944.8425929
0,39,1,2.199825,182.4653,518.7305953
0,73,0,1.387769,159.9656,617.6429974
4,51,0,10.39542,220.1615,1581.59431
3,78,0,9.026366,182.49,1146.502548
0,66,0,1.500082,105.011,155.5067148
3,38,0,4.243723,232.6415,1021.747631
1,47,0,1.736879,104.9629,374.332233
5,53,1,7.359812,152.509,1170.830123
1,59,0,9.328119,194.9663,1667.732624
2,20,1,17.98715,165.0113,2047.681612
5,38,1,25.68869,174.9755,2790.931185
2,81,0,16.21818,169.9378,1620.352713
1,43,0,9.499599,172.4733,1193.771492
1,37,1,1.13143,207.4811,730.8534585
3,30,0,6.472433,182.49,1176.899402
0,19,1,3.155929,162.4653,1076.138741
0,82,0,11.88503,124.9643,868.8224639
2,31,0,4.448953,172.4871,977.9373731
4,30,0,8.962034,159.965,1245.735579
5,37,1,1.796113,245.1612,1042.042108
0,84,1,2.972634,194.9744,438.8374341
2,64,0,10.22422,255.1336,2017.913692
0,53,0,7.650642,117.4872,1197.872957
0,54,1,2.945436,265.1283,922.2317794
2,35,0,5.294527,127.5067,723.6126048
2,25,0,6.128314,137.4684,909.0225293
5,49,0,4.213099,139.9678,839.1770355
1,55,0,11.16116,192.4885,1262.191241
3,64,1,23.22012,199.9902,2884.562817
5,76,0,13.81356,147.4421,1438.080654
1,84,0,7.923777,104.9629,807.0176026
4,63,1,1.992273,210.127,818.8755109
3,51,0,14.60084,207.6094,1738.296024
1,74,1,6.512117,232.6228,1107.738951
1,76,1,16.15139,197.4945,1696.96925
2,72,0,8.257765,127.475,825.6485531
1,81,0,7.193929,127.4421,1087.358783
0,60,0,8.527084,252.6378,1322.914498
1,24,1,11.84082,152.466,1318.102379
3,45,0,3.660516,232.6415,998.0643375
1,64,1,12.22942,132.466,1718.405985
2,72,0,16.57284,204.9634,1836.91871
4,28,0,15.80736,210.1518,2083.424243
1,27,0,8.295192,230.1051,1332.732935
0,60,1,11.38275,267.6647,1636.428296
1,77,1,6.780515,222.65,1158.10468
4,18,0,8.27839,169.9447,1169.714886
1,53,0,9.151288,242.6143,1369.012136
0,81,1,1.835564,172.4624,387.3140839
2,21,1,10.44767,162.4653,1810.906541
0,37,0,8.612474,149.9447,1425.150573
1,21,1,3.122125,149.9915,631.6069096
0,45,0,10.49269,172.4705,1601.994832
1,50,0,5.679237,204.9797,895.0975786
0,30,0,1.050155,157.4698,223.4765826
6,48,0,10.68972,157.4698,1221.300132
3,61,0,2.210399,217.4725,731.2638925
1,33,0,18.2103,207.6386,2150.497966
4,87,0,13.09427,147.4564,1732.048832
4,29,1,1.201025,149.9915,540.3210772
1,34,0,6.246939,179.9476,904.6029537
1,47,0,4.600047,192.4567,649.075085
1,52,0,9.30555,172.4579,1204.289565
0,46,1,18.55263,232.652,2274.334534
2,82,1,13.12228,119.9568,1711.957507
3,73,0,10.51089,92.45514,1287.261282
1,75,1,12.81579,197.4702,1813.141473
3,50,1,11.16354,169.9741,1326.083123
4,22,1,12.01983,164.9853,2037.009094
0,74,0,6.021823,169.9378,663.9805561
1,83,0,23.99384,172.4567,2615.909854
2,33,0,8.100668,182.4433,1598.041286
0,87,1,18.47356,127.4783,2030.890872
0,36,1,14.62117,120.0035,1595.672481
1,32,0,12.95415,137.4684,1461.63528
1,33,0,3.588245,124.9935,452.390983
4,89,0,14.36866,184.967,1594.517874
3,86,0,6.30655,139.983,1165.890091
2,88,0,18.94429,210.138,2087.462333
1,50,0,3.474901,172.4579,733.0960018
0,47,0,3.341126,227.4754,694.2731917
10,78,1,4.761845,132.466,1290.636519
1,59,0,20.22924,127.4601,2166.207365
1,49,0,6.487048,102.4746,655.1704765
3,79,0,20.32585,139.9979,1989.74777
2,56,0,12.24637,152.4441,1795.595369
8,27,1,14.63647,267.6647,2210.449566
2,83,1,4.833414,172.4555,673.8697136
3,82,1,5.705638,159.9875,602.0049206
0,52,0,12.55315,182.447,1357.88248
1,66,1,1.059865,130.0064,380.7812664
3,82,0,13.47613,172.4885,1838.415776
0,83,0,9.887746,139.9678,991.6943982
0,19,1,6.853152,149.9741,1313.391104
4,34,0,2.213342,265.147,1018.286618
2,76,0,5.954975,117.4392,1069.152457
0,50,0,8.316193,127.4887,921.8193418
0,36,0,8.081086,242.6281,1387.096942
0,26,1,5.000016,202.6362,1481.311788
4,20,0,3.469341,200.1185,1376.444987
2,56,1,7.874579,210.127,1215.186143
3,50,0,11.70115,124.9781,1131.849487
2,37,0,3.890319,149.9928,993.4525617
2,57,0,14.7867,124.9935,1404.351494
0,34,1,11.71559,119.9897,1283.330518
1,34,1,4.995373,265.1283,1186.556596
0,34,0,11.56278,214.9525,1325.414246
2,40,1,18.7404,162.4689,1864.692477
2,52,0,8.479465,147.5031,1078.756333
2,60,1,13.03957,150.0208,1501.37548
3,48,1,4.99913,174.991,945.3922235
3,27,0,2.108436,172.4733,702.1831409
0,83,1,4.848049,149.9778,458.1425479
1,74,0,14.06379,137.4872,1271.791514
2,28,0,12.67943,220.1615,1829.634417
8,50,0,11.2075,184.9797,1977.058574
2,80,0,7.837878,230.1051,1152.27854
0,50,1,4.845811,222.65,1057.31768
5,81,1,3.852241,149.989,670.3465702
3,21,0,11.55831,192.4404,1538.887965
4,55,1,5.389466,142.4526,1322.429941
0,64,1,10.93329,152.466,1167.924948
1,68,1,8.259716,255.1555,1380.765825
0,47,1,3.157767,172.4555,675.3184526
2,50,0,2.185047,159.9805,472.1439723
3,42,1,4.612442,235.1591,1114.048401
0,85,0,10.75614,117.472,962.301603
4,49,0,14.37481,172.4441,1593.966861
0,83,0,5.447689,230.1051,885.0263451
2,87,1,12.29962,184.9853,1418.813901
4,65,0,12.57563,124.9781,1185.107111
4,76,1,7.606099,152.4884,1072.186545
3,56,1,6.79324,190.1599,1161.691491
2,60,0,4.753084,164.967,1206.589518
1,45,0,21.0878,174.9768,2588.430434
0,18,1,15.33274,232.6228,1983.300598
2,32,0,11.47008,169.9447,1323.764927
0,23,0,3.631024,112.4551,463.9097938
3,55,0,27.0293,220.1185,2794.920011
2,20,0,13.21554,220.1149,2181.086069
0,67,0,15.97096,152.4742,1993.401196
3,61,0,8.0239,157.4698,867.8924387
3,76,1,5.448172,225.132,1540.445045
3,84,1,8.306218,164.9889,1064.595704
1,24,0,3.600682,207.6386,935.8715835
2,55,1,4.459993,222.6654,1014.955092
2,66,0,11.40421,159.9794,1603.711289
4,25,0,12.86853,169.9671,1580.727843
1,37,0,9.546909,204.9496,1264.373724
3,65,1,4.424083,245.1612,1151.054935
3,73,0,1.462471,169.9447,447.1773574
3,79,0,9.952476,182.49,1301.393401
0,34,1,1.133367,212.6228,1227.924743
7,45,0,14.40435,137.4836,2060.606368
1,34,0,4.300397,204.9797,752.2906635
3,39,0,8.36006,262.6106,1432.224687
4,36,1,9.693608,129.9598,1607.273001
7,21,0,8.24734,162.4538,1667.506374
4,49,1,10.8754,152.4555,1837.760704
3,86,0,6.067975,192.4885,722.5123131
0,55,1,5.602813,139.9568,756.3419475
2,64,0,9.938487,194.9992,1240.679237
1,76,0,13.96391,139.9512,1745.07852
1,84,0,9.841833,210.138,1276.902314
1,18,1,5.129029,95.01949,794.1801028
4,34,0,3.612294,149.9447,1195.475034
3,30,0,9.430096,159.9349,1215.994181
4,39,0,6.699323,192.4567,939.6683701
7,62,0,6.895966,127.4887,1063.884067
1,43,0,16.56847,255.1336,2528.759994
0,55,0,16.71459,92.45514,1844.526573
8,36,0,16.48485,179.9476,1952.410832
4,21,0,2.458795,147.4564,1076.991137
0,77,0,6.6307,169.9447,765.1823242
8,52,0,11.52687,149.9776,1498.93018
4,27,0,2.984004,137.4836,1091.509603
4,41,1,4.646695,237.6549,1658.402714
1,55,0,22.24529,137.4872,2004.460047
4,70,1,14.89363,107.5286,1520.458929
3,25,1,6.140643,137.4686,924.5326675
1,40,0,19.6274,137.4872,1756.84915
1,41,0,13.49323,127.4887,1406.307337
2,32,0,12.69289,114.9658,1398.161322
2,27,1,18.58829,222.6362,2192.448535
2,72,0,14.34935,187.656,1750.253059
0,83,0,7.881289,174.9768,1303.89059
1,61,1,4.63962,235.1417,1439.765003
2,33,1,10.76391,184.9647,1410.343155
1,82,0,12.47148,147.4421,1103.016586
4,42,1,8.387102,174.9755,1282.323667
0,49,0,12.89076,214.9663,1548.154792
1,33,0,6.726078,147.4564,1212.659466
1,21,1,14.72164,95.01949,1488.056133
5,48,0,6.915354,227.4754,1137.782472
3,82,0,12.23126,169.9671,1393.130581
2,72,1,11.26136,152.4798,1263.915496
0,18,0,9.448434,252.6378,1489.056859
4,38,0,21.25517,182.4608,2320.769374
4,65,1,7.467093,219.9902,1254.859385
3,32,1,5.669803,107.482,1104.543998
3,46,0,13.09678,139.9816,1596.175795
2,51,0,6.224413,149.9483,764.0244287
4,70,0,16.25655,127.4586,1722.032536
3,45,0,10.74959,220.1185,1493.782205
1,22,0,16.42222,217.4725,1962.047024
1,64,1,5.585075,195.0062,768.7084381
5,54,0,3.583025,159.9349,719.7798137
1,89,0,10.48284,230.1051,1308.7086
3,73,0,2.457741,92.45514,709.6900125
0,29,1,5.006746,164.9647,1221.36675
0,20,1,17.53363,199.9902,2517.584249
0,67,1,11.9781,245.175,1704.872057
1,44,1,21.06329,127.4958,1932.26875
0,24,0,9.453234,182.4538,1174.54568
1,88,0,3.109148,194.9699,581.9611419
9,80,0,16.93921,167.4564,1810.474782
4,44,1,10.16511,174.9581,1821.752133
3,18,0,2.598272,127.4601,917.5571323
0,30,0,1.717806,147.4564,863.6296514
1,78,1,2.224742,177.4876,948.6927365
8,60,0,10.7668,204.9797,1412.381474
0,56,1,4.847252,219.9902,946.5642973
4,31,0,11.16076,124.9607,1663.235204
1,77,0,1.200249,194.9663,860.4509841
2,30,0,21.53238,204.9634,2380.995294
2,73,1,5.656086,152.5022,859.2099751
3,49,1,8.840599,194.9744,1209.038145
4,63,0,22.38582,157.4836,2149.727449
3,74,0,9.417302,245.147,1860.127661
4,39,1,4.278907,117.4835,822.5599233
2,83,1,4.799511,174.9755,792.3707277
1,42,0,32.97693,149.9621,3035.613983
0,85,0,12.05316,212.6415,1875.734695
1,39,0,3.294082,159.965,577.1681107
3,27,1,7.129721,114.9728,905.0282527
4,29,0,15.23335,192.4705,1752.536989
1,35,0,4.273105,147.4893,678.2257258
1,35,0,13.19046,162.4608,1908.654798
1,32,0,10.91353,159.983,1163.07255
1,70,0,10.3362,222.6143,1776.804483
3,76,0,12.24574,184.9797,1822.961538
3,32,0,13.62126,169.9378,1599.005155
1,58,0,12.73029,152.4742,1705.874036
1,34,1,8.681614,245.1457,1501.794265
1,56,1,15.38202,147.4783,1414.219141
0,72,0,7.513611,149.9707,797.0949032
3,59,0,11.05993,242.6143,1567.299499
3,87,1,6.611955,194.9744,901.8396595
2,25,1,9.040057,197.4876,1380.469032
2,74,0,25.11299,125.0073,2275.551071
2,44,1,16.12811,162.497,2138.11032
4,63,1,7.845114,129.9778,1305.921354
0,23,0,7.773669,124.9781,888.4950848
0,63,1,10.92196,182.497,1256.45775
0,22,0,8.259385,184.9963,1262.417547
4,44,1,10.41798,117.4686,1574.707587
2,51,1,9.561875,107.4806,1108.368947
4,47,1,5.464488,172.5104,812.928535
6,62,0,5.966695,149.9776,901.932094
1,27,0,4.899911,169.9378,756.9340947
7,46,0,11.16749,127.4601,1651.037252
2,79,0,13.16571,210.1051,2052.656051
4,31,0,6.249599,182.4608,1114.196033
0,74,1,4.367739,152.5104,924.895642
2,18,0,12.78697,92.5018,1294.950837
3,55,0,6.842584,139.9512,1209.707399
3,75,0,1.450219,162.4608,877.1087708
3,40,0,10.29318,137.5165,1207.830056
0,53,0,3.326476,149.9483,505.5009987
1,56,0,13.8101,104.9781,1636.905029
1,22,0,6.039499,124.9607,1180.763502
2,89,0,10.11079,147.4893,1010.291341
1,57,0,11.17999,172.4742,1168.630192
1,38,0,8.509962,124.9781,848.1445109
0,46,0,1.602966,137.4836,792.9175185
9,38,0,2.117403,182.4676,885.4473166
3,24,0,2.251237,245.147,1389.833754
4,54,0,2.089917,230.1344,900.0678019
0,69,0,10.94284,232.6415,1423.721197
7,70,0,15.39419,207.6094,1911.199623
0,79,0,17.25514,137.4836,1967.228079
2,44,0,9.349103,127.4887,1087.694968
0,63,0,15.04337,265.147,1851.332322
1,84,0,7.066142,112.4551,576.1637573
5,76,1,4.327078,164.9889,779.2981636
4,67,1,9.25677,174.9755,1318.670361
1,29,0,5.526815,162.4538,1233.655272
1,84,1,2.080255,265.1283,830.8201063
1,26,1,13.44855,162.4653,1927.327764
1,29,0,2.847117,159.9794,1075.372195
1,38,0,10.72393,220.1149,1934.182617
1,20,1,2.1782,152.4624,1059.664803
1,31,1,10.24306,162.4818,1364.913066
2,46,0,11.65333,139.983,1622.06829
2,59,0,3.000251,235.1372,1374.762505
7,25,0,7.916586,162.5005,1259.881706
3,27,1,2.258878,174.9919,755.0711809
1,77,1,5.519258,225.1786,1153.07333
3,46,1,5.944147,164.9853,1429.709066
1,22,0,3.255652,242.6281,1021.343044
0,31,1,1.868309,245.1457,922.5780039
0,80,0,13.46637,255.1198,2088.717973
4,85,1,22.54598,149.9915,2105.676837
4,72,0,5.787415,169.9378,856.755649
1,25,0,1.125218,169.9928,444.2368102
4,82,0,6.548905,149.9845,889.2239784
3,89,1,1.799293,117.4686,690.1873853
0,65,1,7.012788,182.4653,910.135775
1,39,0,9.539097,255.1336,1965.90329
4,71,0,8.58684,192.4567,1071.697033
0,68,1,7.179432,174.9882,1330.308571
3,70,0,6.971589,210.1518,1277.067543
1,75,0,14.26274,114.9658,1355.025651
7,28,1,21.73641,182.4653,2371.07361
0,60,0,5.867453,124.9607,929.0075954
3,28,0,17.32489,137.4684,1847.394712
0,26,0,2.80856,149.9621,585.3561113
0,18,0,13.90887,104.9781,1738.801627
7,69,1,19.77964,222.6362,2353.339235
0,64,0,7.342789,262.6106,1221.605576
4,53,1,1.813125,149.9598,492.3321314
4,82,0,20.95648,200.1323,2733.904187
3,22,1,18.47081,132.466,2382.03067
3,39,0,1.571176,159.9512,499.02956
3,67,0,17.2501,187.656,2035.111954
1,19,1,8.74736,162.4526,1209.751161
3,36,0,13.36539,182.4433,1968.083882
2,89,1,7.311512,184.9647,943.8571029
8,80,0,13.98482,275.1336,2044.80443
0,51,0,18.24928,232.6378,2515.478194
4,32,0,3.101413,159.9349,721.66293
4,65,0,6.150351,172.4441,867.6145354
0,35,1,5.97747,127.4783,1177.477272
1,36,0,14.83659,222.6143,2304.085004
3,54,0,7.72199,252.6378,1282.858382
2,78,0,2.10678,217.4725,589.198137
7,82,1,3.518534,210.127,973.9939163
0,61,1,3.172425,172.5104,456.0822503
2,61,0,2.266934,212.6415,1214.128652
8,83,0,8.794478,117.4858,1182.278269
2,61,0,7.5636,187.656,1183.25467
0,73,0,12.00194,267.6427,1990.707874
0,33,0,15.64015,137.4684,1600.603183
0,49,0,2.431373,137.4836,768.6735365
0,38,0,17.29281,172.4885,2120.765903
2,27,0,21.13934,232.6707,2483.369395
3,23,0,4.462414,124.9643,628.7093519
1,82,0,15.77942,202.4433,1540.003272
8,27,1,11.31382,115.0021,1391.452254
1,58,0,3.678847,79.97886,301.5746797
4,21,1,6.967998,257.6375,1900.983013
1,57,0,6.515297,137.4698,1109.320307
4,41,0,15.6265,159.965,1669.627909
0,63,0,7.296904,164.967,1343.619348
2,42,1,7.032433,245.1283,1818.572601
0,62,1,17.09722,212.6228,2397.112902
8,66,0,2.563452,117.4858,680.4044234
1,29,1,8.287531,152.4624,1530.742396
0,75,0,2.437932,169.9447,381.1393824
1,20,0,11.81853,112.4844,1247.347617
0,19,0,28.06447,169.9671,2722.383309
1,57,0,10.02202,202.4433,1150.220789
3,72,1,4.731989,174.9919,727.8878928
1,80,0,11.91973,200.1323,1860.602438
0,25,0,16.01922,127.475,1554.131756
3,62,1,7.220079,147.4783,787.3445005
0,43,0,4.454344,162.4538,1069.09373
2,89,0,11.20366,144.9607,919.239022
0,28,1,9.858242,162.4526,1287.535911
0,19,0,1.689999,192.4567,553.9352596
0,68,1,7.899007,222.65,1248.474574
1,63,1,10.52622,149.9598,1081.123619
1,31,0,11.15074,162.4676,1768.733372
2,55,0,17.2154,152.4742,2196.280451
2,21,0,8.922175,169.9378,1136.966259
1,59,0,4.267801,172.4567,1078.288288
