CaseOrder,children,age,online_security,monthly_charge,bandwidth_gb_year
7077,2,50,0,204.9496,5731.449527
9285,2,38,0,147.4564,6324.792407
1098,3,63,1,184.985293,1207.593093
549,3,27,1,197.470195,2847.700412
6909,0,35,0,179.9794,4805.533141
8230,0,52,1,149.9741,5456.006313
4707,5,37,0,167.4564,786.0804243
6913,0,51,0,194.9992,4966.605582
3370,3,47,1,210.127,1526.714907
7584,3,62,0,157.4836,3459.851822
2533,6,39,0,220.1323,1498.783318
4056,7,59,1,270.1604,2408.542735
2315,0,33,1,207.4811,2300.741445
6654,3,51,1,187.4974,6294.11967
6886,2,19,0,124.9643,3796.689783
5938,0,27,1,160.0013,5078.029461
2816,3,48,1,174.991,945.3922235
3438,10,22,0,124.9607,1527.543295
3881,0,86,0,242.6143,954.1842126
4158,1,32,0,114.9658,560.5940436
67,3,70,0,265.146969,1007.425553
7867,1,73,0,124.9643,5718.68358
617,0,51,0,184.963371,1138.169594
1119,0,31,1,225.145743,2926.290256
3261,1,80,0,184.967,1174.511172
3402,1,46,0,127.4586,971.0087147
3693,2,89,0,139.9512,1185.85182
938,2,44,1,115.002061,708.2981607
6605,1,55,0,139.9349,5718.03878
2573,0,18,0,182.447,961.4048126
7537,1,87,0,255.1198,6000.369501
6325,0,82,0,149.9776,5819.382147
623,2,34,0,172.457857,1035.02733
1682,8,34,1,232.652038,1991.187997
2127,4,36,1,237.6549,2019.213435
788,0,65,1,114.972827,335.9239723
3333,3,71,0,182.4433,1450.000546
7237,4,35,0,159.965,6186.049801
1093,0,76,0,182.446995,1805.771781
9104,2,89,0,142.4713,5115.87044
5021,3,78,0,127.4421,5942.500538
9354,1,78,1,149.9741,5509.232295
5945,1,39,1,177.6508,6319.297112
3281,7,81,0,147.4713,563.7131359
8187,0,75,0,127.4586,4717.831195
2202,0,80,0,172.4742,558.7166007
1161,1,71,0,125.007314,525.3079814
5582,7,46,0,124.9643,6024.265777
3593,7,81,1,182.4833,1634.207671
3953,3,48,0,222.6143,1316.126296
9692,0,47,1,184.9785,5858.143246
6248,3,78,1,139.9861,4332.356783
4154,2,83,0,147.4421,1225.839629
479,1,44,0,255.137219,1794.116848
1353,1,46,0,184.979684,1029.123182
4310,3,35,0,134.9801,983.0214047
5699,0,67,0,232.6415,4716.06213
2648,3,21,0,220.1185,1761.265371
8461,4,83,1,184.9785,6083.905265
8199,4,34,0,169.9378,5645.734587
7690,2,49,0,139.983,5517.787412
9258,0,53,1,187.4974,6069.26126
2590,1,34,0,240.1149,722.2139832
1034,3,55,0,179.965581,2267.242164
4687,3,73,1,152.4555,1786.980349
5012,0,50,0,169.9447,5754.802766
2599,1,47,0,159.9656,1326.411799
5820,3,26,0,104.9781,5848.006408
4609,0,35,0,139.9349,1138.754327
8471,6,22,0,147.4421,5434.193829
9041,2,80,1,277.6375,6429.615341
7451,2,32,1,187.4974,6228.991967
4672,1,55,0,104.9629,503.8825694
5584,2,53,0,192.4404,5641.382534
3718,4,74,0,139.965,1826.031678
9328,0,25,0,142.4713,6068.222536
3929,1,77,0,202.4433,805.2130716
3618,4,19,0,104.9643,1200.247776
1426,7,35,0,147.442069,874.5485738
9379,2,50,1,245.1283,4420.771386
2920,1,88,0,194.9699,581.9611419
3820,0,50,0,104.9629,411.3879952
1872,3,58,0,104.962874,632.0815033
5488,0,79,0,149.9621,5057.818142
481,10,32,0,182.460772,3143.245184
5973,0,36,0,117.4392,4762.552792
9601,4,53,1,212.6557,5694.792189
2889,2,27,1,222.6362,2192.448535
6687,2,65,0,255.1336,6432.504958
6316,1,64,0,92.48802,4859.191572
528,1,48,0,235.137219,1304.999684
4130,0,87,0,172.4404,929.9153923
723,0,50,0,127.442069,1416.865765
5121,4,75,1,182.4653,5700.531807
4723,2,53,0,124.9781,352.0824182
221,3,23,0,159.947583,1046.054674
9189,2,53,1,245.1457,4759.907327
1936,1,55,1,225.145743,2017.858499
345,1,66,0,114.983787,289.9240291
8333,1,74,0,117.4872,4596.408358
9675,0,41,0,194.9992,5222.664785
4484,1,88,1,152.4798,858.2482994
9707,1,86,0,182.4608,5475.229519
8487,0,42,1,119.9568,4478.070702
9217,1,63,1,162.497,5088.812303
6904,9,38,1,107.4958,6671.033985
9155,1,34,0,210.1051,6174.837293
5961,0,42,0,134.9509,4796.917237
7035,0,85,0,220.1185,6128.760704
6052,2,76,0,162.4608,5812.281035
2392,0,26,1,255.1417,881.9915619
7182,0,68,0,197.4725,4755.552483
4329,2,20,0,252.6378,1187.095148
6453,2,57,0,114.9658,5389.076144
1984,0,45,1,162.465269,1457.990407
8247,2,87,0,182.4676,6036.455962
1555,0,46,0,137.469817,1534.097093
4851,3,83,0,240.1149,693.3489139
9096,3,49,0,142.4713,5152.428776
9923,0,28,0,217.4725,6427.502592
7533,1,68,1,152.5104,4999.929364
6854,3,46,1,204.961,5653.24762
4642,2,65,1,152.466,923.5059358
2882,4,41,1,237.6549,1658.402714
1678,0,54,1,162.497044,1284.691556
4886,2,35,0,144.9607,868.497965
1965,2,48,0,92.455141,1587.688033
902,1,34,1,212.655686,1101.650764
7131,3,29,1,184.961,6805.77977
3069,1,80,0,200.1323,1860.602438
2297,0,81,1,174.9581,1511.485403
6238,3,23,0,194.9699,4380.489566
5863,1,35,0,169.9928,4953.477077
297,0,24,1,147.478341,1446.203986
8779,1,81,0,134.9509,5869.863059
58,1,33,1,142.515576,958.1397059
7243,2,84,1,127.4783,6282.781525
4386,1,84,0,124.9935,896.0387666
2985,7,70,0,207.6094,1911.199623
28,0,70,0,139.981577,419.0508708
4408,3,37,0,159.9512,866.4850145
9878,4,50,0,124.9643,5725.195787
2677,2,63,0,139.9678,492.0307787
8546,0,33,1,175.0211,5447.179024
5263,1,31,0,222.6143,6799.261898
5842,1,33,0,114.9976,5316.712002
7022,1,86,0,124.9643,5738.755668
3249,0,85,0,197.4725,1602.19464
5668,1,25,0,129.9621,5075.832913
3885,4,44,1,267.6647,1173.536496
7664,1,65,1,194.9581,5820.96516
296,2,48,1,160.00128,958.6989908
3162,8,63,1,139.9568,1497.60783
2581,2,82,0,174.9768,917.029715
3871,2,79,0,124.9607,790.0442858
9211,3,75,0,134.9509,4796.464221
4405,0,70,1,222.6326,1559.606858
6953,3,56,1,95.01949,5940.981382
649,1,77,1,184.978458,1000.051774
1371,1,35,1,149.99153,1144.495358
9856,3,40,1,174.9919,5600.00441
6993,3,35,0,134.9801,6104.10638
5533,0,73,1,197.4876,5216.298758
9621,1,22,1,152.5022,5508.351465
5709,1,39,1,210.1563,5230.495459
4210,0,50,0,184.9496,909.8932554
682,1,56,0,127.442069,1390.292533
435,1,23,0,192.470522,801.4709595
9310,2,43,1,137.4686,5168.726317
4825,0,31,0,179.9656,1293.256696
9762,0,37,0,172.4705,6536.992768
3160,0,59,1,219.9902,848.4406611
1490,3,64,0,149.937833,1637.132389
2988,0,63,0,265.147,1851.332322
813,1,39,0,207.609354,993.8801154
1883,4,37,0,172.470522,1178.564131
9268,2,60,1,197.4876,5932.680423
4937,0,78,0,139.965,1304.494778
9936,2,33,1,225.1457,7014.911451
1941,4,26,0,265.146969,1114.124252
3297,6,89,0,184.967,1189.205287
3535,6,37,1,174.9744,2451.995707
4526,2,55,0,147.4564,1527.978319
3730,3,50,0,182.4608,778.200989
7016,4,53,1,149.9778,5764.23317
1613,2,49,1,245.128318,1608.852045
1182,1,49,0,172.47417,1454.923517
1376,4,64,1,235.159141,1370.86345
9225,0,50,0,139.9349,5813.907009
3947,3,70,0,162.4937,1294.33801
7211,1,85,0,179.9476,6025.591215
5212,6,70,0,149.9378,6448.95087
64,1,81,0,92.5018,1095.950634
627,2,55,0,275.133571,1045.360604
4422,1,33,1,255.1555,2057.979176
1670,1,38,1,130.006414,780.2278932
2113,3,37,0,242.6143,995.5630984
5805,3,56,1,149.9598,6017.607321
9764,1,60,1,172.4624,4849.091945
4033,2,25,1,130.0064,952.2685798
6546,0,66,0,139.9512,5534.496573
7949,0,60,1,194.9744,5971.766968
85,2,32,1,195.006206,631.7435653
9181,4,69,1,174.9755,6343.939228
1463,0,34,1,152.502178,1185.69317
2284,0,58,1,149.9778,570.5832494
2888,2,32,0,114.9658,1398.161322
5835,6,85,1,165.0182,5902.542522
685,7,42,0,212.641455,2129.856605
4470,7,42,0,149.9621,927.4696678
419,4,74,1,207.49737,922.1362066
5229,0,32,0,220.1323,6213.398927
4254,0,70,0,159.9794,1741.511236
2710,0,66,0,105.011,155.5067148
2358,7,68,0,144.9607,488.6462667
8060,6,79,0,139.965,5863.981501
1367,9,43,0,159.947583,1201.898094
6278,0,39,1,184.9853,6201.748972
3917,1,22,1,104.9923,562.038508
294,0,50,0,137.516476,665.4740915
2640,2,18,0,124.9781,1759.464436
9459,3,67,1,194.9882,4908.377893
1507,1,76,0,79.978861,1943.112927
9038,0,67,1,147.4783,3294.82859
7394,8,66,0,137.4836,5918.124559
1635,0,66,0,149.948316,1146.616856
2458,1,76,0,139.965,826.331106
9892,1,32,1,132.5127,5961.319084
5559,1,47,1,242.6326,4231.393427
9752,7,81,0,172.4579,5454.636911
2301,1,85,1,172.4555,655.4787829
4538,0,57,0,192.4567,1443.483853
2939,1,39,0,159.965,577.1681107
1564,1,48,1,152.455519,2764.347068
5690,0,86,0,169.9447,5089.775857
8659,1,45,1,144.9889,6686.415286
7518,4,31,0,232.6378,5088.789141
1980,0,35,0,169.967067,1576.607681
1884,0,86,1,162.482694,504.8041713
3804,4,49,1,184.9785,1145.212837
439,2,22,0,169.944668,1624.799349
4636,0,34,0,220.1323,939.0291358
4529,2,38,0,127.4421,1094.624835
4333,4,85,0,160.0122,678.2091311
3574,1,75,1,152.4555,1740.01586
8742,2,62,1,257.6549,5898.163738
8912,1,55,0,92.45514,4782.949918
4818,0,79,1,154.9919,1307.928901
6436,9,85,1,117.5015,5831.95427
2987,2,44,0,127.4887,1087.694968
7839,2,20,1,222.65,6125.213003
705,1,33,0,127.458638,1025.701125
2281,0,57,1,219.9902,921.6285886
8735,2,34,1,152.4884,5403.227013
4148,3,44,0,104.9643,1070.918591
5413,3,87,1,162.5007,3969.782146
374,1,87,1,107.48056,302.3848209
6406,2,71,0,157.4698,5372.80048
9224,1,83,1,132.5127,5659.754528
2586,4,82,0,167.4564,1508.478673
1333,5,45,0,220.161527,1618.259683
9573,6,85,0,172.4885,6072.286168
5283,4,23,0,172.4705,5245.572739
9132,1,18,0,137.4872,5695.712663
8316,1,60,1,162.5007,5493.632538
9810,0,58,0,184.9634,5867.267664
1785,9,33,1,152.479779,1257.485285
3183,2,29,0,139.9512,1344.195225
495,1,49,0,182.467607,1427.321538
7364,8,22,1,175.0048,5770.027634
2861,3,39,0,262.6106,1432.224687
7930,1,72,1,129.9598,4565.513222
4042,0,55,0,184.9963,1652.974278
7179,4,66,0,162.4538,5473.238444
2898,1,21,1,95.01949,1488.056133
367,4,42,0,112.484375,927.1279646
850,2,27,0,149.984492,824.8053885
7441,0,87,0,124.9643,4696.276365
9455,4,52,0,149.9447,4958.675342
4302,0,25,0,182.4608,2585.068343
2654,10,63,0,149.9621,2646.099689
3504,5,51,0,169.9928,450.2597019
1542,1,61,0,227.475448,560.8498056
4166,3,67,1,152.509,885.8344713
8867,1,82,1,117.5152,3701.191181
323,1,78,1,184.985293,1564.936841
2032,4,85,0,104.9643,1399.828665
814,0,52,1,117.468591,2268.392356
8940,1,55,0,137.4392,5590.582279
9376,0,53,1,232.652,6595.253777
1080,8,58,1,217.483972,1477.859712
2227,3,45,0,172.4567,1685.196727
9137,3,31,1,119.9897,5259.588349
9532,1,68,0,214.9663,4670.326557
2706,0,39,1,182.4653,518.7305953
6825,1,38,1,149.9778,5828.531986
7557,4,22,0,182.4433,6102.523323
1165,0,89,0,139.934918,2761.982244
3262,4,75,1,174.9618,563.1178513
4688,0,77,0,149.9707,1139.673714
1451,0,49,1,147.478341,297.5330656
3863,4,54,0,210.1051,1860.544496
6104,3,49,1,164.9785,5940.643763
9216,2,78,0,159.9512,5614.790593
7121,3,86,0,220.1185,5322.673552
6399,2,78,0,127.4421,4404.023519
9589,4,60,0,147.4601,5638.313929
6215,1,48,0,127.4738,5135.275111
9646,1,44,0,167.4564,5862.329668
5337,2,37,0,149.9447,5590.939054
4057,4,67,1,82.49655,696.2689909
9512,2,27,0,127.4738,5910.676012
3000,2,59,0,235.1372,1374.762505
9025,0,76,1,184.961,6419.007711
1232,3,37,0,182.443347,2207.637213
1515,0,85,0,182.446995,942.5247889
2314,3,49,1,154.9919,1515.049953
1452,2,69,0,124.993537,814.974232
5268,1,64,1,222.6362,4735.276139
6132,6,64,0,157.4698,4115.596496
8532,2,47,0,147.4601,5794.589213
6465,3,36,0,137.4392,4901.470822
839,2,24,1,139.979239,1214.758985
9916,1,58,0,232.624,4708.54891
8262,4,30,1,140.0013,5758.657128
6415,1,45,0,194.9663,4072.167583
8505,0,52,0,159.965,4462.198964
3568,3,37,0,214.9525,2111.077001
9265,2,47,0,204.9634,5756.010952
3088,1,75,1,140.0049,1077.205282
8644,1,38,0,255.1665,4953.439647
1715,6,31,0,139.99789,698.1794441
340,3,27,1,204.961033,1771.472597
9564,1,53,1,147.4783,4579.594851
5943,3,73,1,114.9728,5635.888386
9870,6,26,1,165.0182,4110.601155
8103,1,44,0,117.4392,6308.988621
8489,0,25,1,140.0049,5351.73548
589,4,37,0,134.980139,1299.066214
3366,0,83,0,275.1198,1206.792948
2671,1,56,1,119.9897,1516.686884
3590,3,19,0,214.9663,915.3457897
35,4,69,1,267.664655,1081.814362
29,3,20,0,200.132293,1259.415493
8554,0,41,1,235.1555,6467.932969
8118,6,61,0,162.4538,6172.259045
2171,0,44,1,200.1465,1146.224262
8378,1,57,0,240.1149,4886.937383
5621,0,79,0,262.6106,5884.613452
890,4,36,1,152.509013,740.0368256
6490,8,78,0,197.6288,5895.142664
3323,2,73,0,240.1149,1113.10611
9397,3,23,0,172.4705,4977.596828
3515,4,82,0,147.4601,855.2059629
4421,1,29,0,117.4392,955.1927172
8352,4,24,0,129.9483,6233.347563
5362,0,40,0,149.9776,4780.976448
3734,5,65,1,207.4811,1236.012715
9464,4,56,0,232.624,5067.734125
7082,3,57,0,152.4742,6202.942408
1655,2,29,0,200.132293,2271.84102
5033,1,34,1,159.9875,6105.925473
224,1,46,0,134.950905,345.0099528
8626,3,28,0,230.1051,5298.247055
6195,10,36,0,204.9496,6217.615271
1591,1,63,0,112.455141,667.4764252
5983,0,23,0,149.9621,5542.688477
3257,0,22,1,154.9618,1571.791129
6681,2,31,0,242.6143,5823.67123
4771,2,77,0,92.48802,682.9150315
2182,3,26,0,220.1478,1197.913731
6804,6,74,0,162.4538,6511.601292
4914,3,69,1,175.0062,1122.243782
6787,3,21,0,114.9509,6063.474111
4790,2,65,1,152.5104,2254.987769
1210,0,85,1,142.500692,747.9301328
422,2,29,0,162.460772,1143.685617
8741,1,80,0,159.9349,4446.381359
1707,0,41,0,147.442069,444.0474919
1159,0,82,0,162.471255,1746.011415
2307,3,63,0,117.4872,1844.034359
274,0,49,0,134.980139,1129.529441
172,0,31,0,159.965008,1522.289512
3957,3,36,0,92.48802,983.5145753
6697,1,67,1,152.4952,5140.463847
3189,2,65,0,182.4433,1215.356987
8133,4,79,0,149.9621,5487.786212
4809,1,73,1,139.9875,1039.187211
8084,0,26,0,164.967,6205.739711
1565,1,36,0,162.460772,1145.807042
1783,7,18,1,129.977753,1239.519501
844,2,60,0,212.641455,1404.974888
9346,4,55,0,192.4567,4537.352503
4462,0,61,1,232.652,860.9528478
905,0,48,0,134.980139,1199.466728
5912,0,21,1,137.4978,5847.437103
9951,0,19,0,192.4404,6366.303939
9298,3,77,1,132.4798,6093.659885
1548,2,72,1,194.958118,580.4609705
2081,3,67,0,194.9663,1345.940597
9882,3,28,0,149.9483,4444.639718
3986,3,76,0,159.9805,798.557141
6390,1,71,0,222.6609,4719.932145
7580,2,30,0,127.5067,5265.959419
9246,0,35,1,197.4702,5180.245459
6568,3,33,0,242.6281,4413.16902
8207,1,32,0,210.1518,6397.46237
3821,3,47,1,162.4526,1415.214639
2647,1,18,1,137.4686,1688.294747
4455,1,48,1,175.0211,1019.803014
7160,0,68,0,160.0122,5879.343088
8222,2,75,1,235.1555,5588.672503
8597,1,88,0,252.624,5305.10923
9590,4,66,0,187.6094,6310.455935
6072,4,73,1,207.4974,5141.242839
2156,4,19,1,107.4806,646.5215872
6713,4,73,0,182.49,5514.862549
3716,0,33,0,149.9447,1114.579555
4058,3,61,0,114.9509,1653.932692
5953,4,59,0,114.9838,4910.178894
3103,0,50,0,182.49,1171.237442
559,3,83,0,159.934918,1043.790368
4611,8,79,1,184.9715,1144.514093
6979,3,58,0,149.9707,5804.870522
1437,8,86,0,214.966286,2252.093831
508,3,48,0,112.455141,1163.407505
1870,5,84,1,174.961766,1173.562649
756,0,78,0,220.132293,2229.321043
5420,0,65,0,144.9607,5516.527396
4051,0,42,0,137.4392,638.0977736
8090,0,20,1,152.5022,6097.873428
3837,3,85,1,152.4884,2200.745774
2119,3,53,0,174.9768,1840.767702
6153,1,77,1,199.9902,6269.18922
7809,0,32,0,182.4538,6211.505298
502,2,28,0,194.969934,785.6266383
6260,1,52,0,192.4404,4576.841874
9744,2,32,0,114.9658,3964.304244
1540,1,45,0,112.455141,465.2586783
6142,9,29,0,159.9656,6287.497445
1212,0,80,0,187.656013,894.4102553
9123,10,83,1,210.127,3802.601867
673,3,18,0,92.455141,1737.354579
3378,0,35,0,255.1336,1674.511863
8784,0,18,0,134.9509,3515.623391
1465,0,24,0,207.609354,1061.749813
1193,1,56,0,127.474951,1188.311266
6985,0,77,1,162.497,6199.518144
1873,2,61,1,174.958118,1054.384865
3591,1,37,1,152.509,1005.757327
6727,2,27,0,117.472,5152.438344
506,0,62,0,242.610632,1210.047397
8119,1,38,0,240.1149,4693.998061
507,1,31,0,139.934918,2329.912456
9450,4,21,0,187.6422,5829.765326
7132,4,56,0,265.147,6557.309417
4808,2,64,0,220.1323,968.8818009
7304,3,27,0,114.9509,4707.304977
1774,8,19,0,162.500489,1228.537824
6855,2,65,0,159.965,5838.199467
4907,4,23,0,220.1615,2605.553463
798,4,67,0,149.97755,1096.234525
8786,2,22,0,144.9607,4429.96209
7071,2,74,0,174.9699,6447.106744
2830,2,50,0,159.9805,472.1439723
9320,3,42,0,220.1185,4750.441086
8738,6,56,0,147.4738,5401.717861
313,0,28,0,124.97808,987.653655
747,1,43,0,104.97808,982.8832681
3570,1,51,1,217.484,1131.921
791,4,39,0,159.965581,1354.241904
2477,0,52,0,182.49,1058.595152
9326,1,60,1,152.466,4337.149997
2571,0,63,1,162.4833,1636.48816
5287,3,35,0,149.9483,5831.475339
5216,7,50,0,134.9509,4137.953493
2164,0,18,0,262.6106,1539.085061
6578,2,43,1,172.4624,5494.745121
8450,2,55,0,287.6427,4168.120303
381,5,55,0,182.460772,3099.922244
8509,5,68,1,184.9939,5426.206923
1293,3,23,0,147.473844,638.4642534
1913,3,63,1,140.004928,1579.867444
600,4,66,0,204.963371,1929.06738
3893,8,62,1,190.1599,1596.133478
4142,3,43,0,114.9658,468.36494
1653,2,20,0,192.440432,933.8036457
5225,0,73,0,139.965,4928.976354
1894,1,29,0,172.457857,2057.159348
1945,2,65,1,164.988941,943.490788
3396,1,80,0,194.9699,1097.005959
5480,0,71,0,139.9816,5559.919752
9770,0,83,0,275.1198,5890.997983
376,8,56,1,165.018175,908.7910203
1967,0,41,1,247.664655,2079.818241
3958,4,67,0,159.9794,2099.998325
7136,2,63,1,95.01949,4605.854101
7479,2,38,1,152.4624,5662.535202
4506,2,45,0,114.9658,1176.673652
9581,0,44,0,162.4713,5757.58642
5289,2,27,0,169.9928,5757.017238
1472,7,74,1,154.961766,2356.021599
3347,1,69,1,235.1555,1446.866289
6254,1,18,0,162.4713,4723.305276
2854,1,37,0,204.9496,1264.373724
8989,4,23,1,194.9882,5709.246946
9776,0,51,0,149.9483,6090.325352
6460,0,74,0,255.1198,6545.503926
4063,1,66,0,172.4871,992.6561706
5864,0,19,0,172.4441,6127.72243
4307,0,77,1,152.4555,1357.166073
4878,1,50,1,152.4624,944.6151981
7250,2,77,0,197.4725,6576.787992
5274,1,81,1,187.4673,4334.844433
3991,0,34,0,117.4872,777.0645087
1050,0,74,0,147.460067,811.3375327
6176,7,36,1,94.97283,6234.269377
6927,3,74,0,179.9656,3697.234681
7865,4,22,0,104.9629,6064.179779
2036,8,82,1,152.509,939.7724617
4040,1,49,1,167.4847,2196.848941
6876,3,40,1,162.497,5656.931032
9355,1,29,1,129.9915,6235.066316
1973,3,66,0,240.114868,715.7384607
5073,3,72,0,129.9621,6300.301731
2100,1,60,1,164.9785,1679.924727
1500,0,60,0,214.966286,1546.673637
9613,1,52,0,202.4433,5876.563966
653,1,46,0,245.146969,1502.677072
171,0,53,1,164.985293,2144.735024
4086,4,44,0,149.9447,1390.860478
243,1,88,1,115.002061,283.39178
5711,8,23,0,172.4705,6089.889713
6973,1,22,1,107.5286,5740.030049
2757,1,21,1,149.9915,631.6069096
6885,3,61,1,137.4686,4980.936045
5447,0,45,0,142.4713,5128.882309
2077,5,67,0,92.5018,832.638565
4104,1,61,0,192.4705,2094.027389
9560,0,56,0,172.4404,5395.692973
7572,0,33,0,172.4567,5735.541215
9467,0,33,1,184.9853,5104.605923
4895,1,64,0,147.4738,814.9942633
6693,3,27,0,149.9621,5089.070944
8055,0,35,0,114.9509,6024.452028
5390,2,63,0,127.4586,4852.623608
9374,10,55,1,162.497,6211.784273
8022,1,24,1,187.4847,4820.053166
8605,1,40,0,159.965,5885.871902
4481,0,51,0,149.9621,1199.678982
8327,1,79,0,172.4404,4378.519675
4079,5,55,1,222.6792,2569.290158
641,3,68,0,192.440432,2072.694492
1271,1,48,0,194.976769,768.0341067
2779,0,36,1,120.0035,1595.672481
9498,0,30,1,194.9581,5071.720337
3862,1,58,1,242.6326,816.9425462
3481,2,38,0,147.4601,1676.80832
1535,3,44,0,174.976769,1819.555319
326,1,43,0,92.488023,623.7865683
2339,0,30,1,117.5152,1183.953112
3981,3,76,0,144.9607,617.0043032
6878,0,54,0,92.45514,6362.332762
4055,0,79,1,265.1283,1537.073388
2238,0,58,1,127.482,249.3579815
7107,3,63,0,139.965,6509.495708
9669,3,48,1,152.4624,4995.383757
4746,4,56,0,230.1344,1904.863682
865,1,23,1,194.988208,868.9523115
6204,0,69,0,192.4885,5546.205773
5509,3,81,0,149.9913,6193.00568
7430,1,40,0,202.4433,4393.136079
372,8,61,0,192.48852,1239.802036
6297,0,38,0,222.6143,6466.569641
5552,1,52,0,149.9483,5055.536874
5724,3,37,0,157.4698,5209.85908
5900,8,26,1,129.9915,5148.146411
9288,3,48,0,187.6094,5833.458374
7872,0,86,1,174.9744,4778.620483
2365,1,27,0,147.4713,639.7154381
3214,1,75,0,127.5067,609.1874835
912,4,43,0,172.470522,1148.280787
9048,1,73,0,200.1185,4746.697941
9791,10,31,0,242.6281,6900.075325
7290,3,44,1,164.9889,5947.364442
9959,1,29,0,137.4872,5598.228474
6537,4,45,0,149.9913,4976.840428
9193,4,54,0,214.9663,5550.321643
1424,1,89,0,139.981577,738.9464573
9808,2,37,0,144.9607,6032.772687
480,4,56,0,230.105118,1103.594576
663,0,48,1,120.003499,1200.853937
4477,2,22,0,124.9781,716.9177978
8983,3,59,0,152.4907,4688.843781
8078,1,57,1,147.4783,6024.728963
2989,1,84,0,112.4551,576.1637573
1120,0,47,0,114.997564,284.0777847
2777,2,33,0,182.4433,1598.041286
9836,3,80,1,107.4806,4751.67301
5004,1,73,0,137.4392,3811.689374
6650,2,66,0,139.983,6047.422965
7255,4,33,0,134.9801,5875.620719
4428,0,62,0,220.1323,1109.681229
7432,0,62,0,112.4844,5521.842531
3982,1,47,1,150.0208,1139.265638
6352,2,83,1,187.4847,5624.671786
2894,1,82,0,147.4421,1103.016586
2670,1,58,1,202.65,1725.323883
3978,0,51,0,129.9483,928.1223375
5260,2,80,1,149.989,4928.588057
280,2,84,0,232.637807,1537.109931
6731,0,25,1,212.6228,4832.995631
6105,0,83,0,152.4441,6179.798997
7021,3,46,0,114.9509,6393.943282
1695,8,85,0,144.960655,916.7201648
8913,0,48,0,169.9928,5645.995697
3480,1,51,0,129.995,726.5900328
4417,6,19,1,187.5139,2141.951697
7593,0,79,1,197.484,5412.849843
6283,2,77,0,169.9447,3939.000784
5604,8,50,1,119.9568,4839.103673
8620,6,81,0,127.4601,5932.432985
7781,1,23,0,232.624,6842.591894
4297,3,54,0,169.9378,1170.725967
4594,1,66,0,144.9607,753.7251984
4845,1,28,1,152.5104,976.4774375
2210,10,41,0,104.9643,869.1995017
7606,1,57,0,187.6422,5918.425104
5502,1,39,0,139.9979,5747.351224
185,1,24,1,209.993134,1433.616898
4801,2,84,1,137.4686,700.4813335
4846,2,73,0,117.472,468.5975061
2351,4,75,0,184.9797,2441.738277
554,3,52,1,202.636202,1883.962411
1398,10,42,0,124.97808,1425.346946
1385,3,37,0,159.951231,432.0011277
9183,2,24,0,105.011,6024.865758
9818,3,50,0,129.9621,5500.52688
298,3,79,0,127.488728,774.6125757
444,4,61,0,267.642733,1803.917571
7339,0,63,0,157.4836,3748.057497
2078,8,67,0,252.624,1671.56323
7816,0,70,0,162.4608,6185.878482
2230,6,49,0,129.9621,1776.755229
2843,0,23,0,112.4551,463.9097938
2538,2,64,1,184.9853,570.4516207
8146,0,27,0,162.4713,4826.3573
9537,0,46,0,187.656,6139.695302
6444,0,52,0,179.9656,5674.466677
3368,0,82,0,104.9781,1673.87195
4487,0,28,0,202.4433,1438.364422
2579,6,85,0,194.9663,1815.26546
1132,4,42,1,194.988208,875.1196392
4819,1,51,1,167.4847,3049.419775
321,1,45,1,114.972827,373.2772664
1372,3,81,0,204.979684,1558.309095
4043,3,58,0,184.967,1551.900975
9126,4,33,1,267.6647,6162.045297
5146,2,19,1,197.4945,5807.061171
908,0,42,0,184.967019,1196.870152
9427,3,84,1,104.9923,3784.619457
3951,1,42,1,187.4673,1482.762683
6146,0,18,0,204.9797,5133.478559
8887,2,36,0,182.4676,5697.615578
6696,1,50,0,105.011,4827.450022
4978,3,80,0,287.6427,1292.497362
6093,1,65,0,172.4742,5808.42996
8409,1,30,1,149.989,5732.340761
927,3,26,0,172.503404,900.6921852
6144,6,69,1,204.961,6396.472998
16,3,39,1,177.65076,1840.014467
144,3,31,0,139.965008,1313.492851
2364,3,80,1,164.9647,2031.533699
130,5,32,0,220.161527,1244.296865
1162,8,34,0,92.455141,1971.551928
7552,3,76,1,197.484,6879.458804
6130,4,29,0,172.4404,5669.10693
4666,2,25,1,172.4624,1050.342085
5661,0,38,1,187.4847,5502.689262
6461,1,37,1,152.466,4912.337528
1877,1,81,0,275.119794,775.7502457
2489,8,18,0,275.1336,2596.374524
5328,3,53,0,159.9476,5042.24777
9362,1,68,0,137.4392,5874.0733
1183,2,31,0,144.960655,1014.854462
6136,3,52,0,112.4551,5092.44112
6378,1,86,1,115.0021,4203.629126
1171,1,76,1,139.979239,1210.196851
2183,0,75,0,134.9509,1321.951163
3372,7,54,1,139.9792,1537.25042
8041,1,66,1,154.9618,6364.89034
1860,0,24,0,242.657291,2422.117328
4861,3,69,0,117.4392,1196.239363
9256,0,45,0,217.4725,5099.333841
8346,1,49,1,117.4686,5832.660558
7348,4,64,0,230.1344,5930.862567
4865,2,32,1,194.9581,1593.998248
9887,3,89,1,152.4624,6211.528262
6389,1,35,1,207.4673,5834.02568
3122,8,39,0,184.967,827.0229817
388,4,75,0,167.456419,556.2193844
7786,0,51,0,192.4567,5460.847751
1033,0,38,1,139.987503,1638.77523
7853,1,62,0,105.011,5455.249378
5419,1,83,0,187.6422,5709.211479
932,8,41,0,227.475448,1258.30276
